municipio,bairro,categoria_macro,quantidade
MARILANDIA,BREJAL,violencia_social,1
MARILANDIA,GERMANO,violencia_social,1
MARILANDIA,JEQUITIBA,patrimonial,1
MARILANDIA,MONTE SINAI,objetos,1
MARILANDIA,MONTE SINAI,patrimonial,1
MARILANDIA,OUTRO LOCAL,patrimonial,1
MARILANDIA,PATRAO-MOR,objetos,1
MARILANDIA,SANTA ROSA,patrimonial,1
MARILANDIA,SANTANA,patrimonial,1
MARILANDIA,SAO MARCOS,patrimonial,1
MARILANDIA,SAO MARCOS,violencia_social,1
MARILANDIA,VILA PALMIRA,patrimonial,1
MARILANDIA,VILA PALMIRA,violencia_social,1
MARILANDIA,VISTA BELA,violencia_social,1
MIMOSO DO SUL,ALTO SERTAO SEBASTIAO,violencia_social,1
MIMOSO DO SUL,CACHOEIRA ALTA,patrimonial,1
MIMOSO DO SUL,CONCEICAO DO MUQUI,objetos,1
MIMOSO DO SUL,COQUEIRO,violencia_social,1
MIMOSO DO SUL,FUNIL,objetos,1
MIMOSO DO SUL,HARMONIA,patrimonial,1
MIMOSO DO SUL,INHUMA,violencia_social,1
MIMOSO DO SUL,MANGUEIRA,patrimonial,1
MIMOSO DO SUL,MONTE CRISTO,objetos,1
MIMOSO DO SUL,MORRO DA PALHA,violencia_social,1
MIMOSO DO SUL,NOVO BRASIL,violencia_social,1
MIMOSO DO SUL,PONTE DE ITABAPOANA,objetos,1
MIMOSO DO SUL,PONTE DE ITABAPOANA,patrimonial,1
MIMOSO DO SUL,PONTOES,patrimonial,1
MIMOSO DO SUL,SANTA MARTA,objetos,1
MIMOSO DO SUL,SAO JOSE,violencia_social,1
MIMOSO DO SUL,SAO PEDRO DE ITABAPOANA,patrimonial,1
MIMOSO DO SUL,SAO PEDRO DE ITABAPOANA,violencia_social,1
MIMOSO DO SUL,SERRANO,objetos,1
MIMOSO DO SUL,SERRANO,patrimonial,1
MIMOSO DO SUL,SERRANO,violencia_social,1
MIMOSO DO SUL,UNIAO,violencia_social,1
MIMOSO DO SUL,ZONA RURAL,patrimonial,1
MONTANHA,ALCEBIADES,violencia_social,1
MONTANHA,BRASILIA,objetos,1
MONTANHA,CENTRO,digital,1
MONTANHA,DECAO,objetos,1
MONTANHA,IRMA MARIA ZELIA PRUDENTE,objetos,1
MONTANHA,OUTRO LOCAL,digital,1
MONTANHA,SAO JUDAS TADEU,objetos,1
MONTANHA,SAO JUDAS TADEU,patrimonial,1
MONTANHA,SAO SEBASTIAO DO NORTE,patrimonial,1
MONTANHA,TRINTA DE MAIO,objetos,1
MONTANHA,TRINTA DE MAIO,violencia_social,1
MUCURICI,CENTRO,digital,1
MUCURICI,OUTRO LOCAL,objetos,1
MUCURICI,PLANALTO,patrimonial,1
MUCURICI,PLANALTO,violencia_social,1
MUCURICI,ZONA RURAL,objetos,1
MUCURICI,ZONA RURAL,violencia_social,1
MUNIZ FREIRE,AMORIM,patrimonial,1
MUNIZ FREIRE,AMORIM,violencia_social,1
MUNIZ FREIRE,ASSUNCAO,objetos,1
MUNIZ FREIRE,ASSUNCAO,violencia_social,1
MUNIZ FREIRE,CENTRO,objetos,1
MUNIZ FREIRE,CORREGO RICO,patrimonial,1
MUNIZ FREIRE,FORTALEZA,violencia_social,1
MUNIZ FREIRE,GUARIBU,patrimonial,1
MUNIZ FREIRE,ITAICI,patrimonial,1
MUNIZ FREIRE,OUTRO LOCAL,patrimonial,1
MUNIZ FREIRE,SAO VICENTE DE PAULA,patrimonial,1
MUNIZ FREIRE,ZONA RURAL,patrimonial,1
MUQUI,ALIANCA,violencia_social,1
MUQUI,ALTO BOA ESPERANCA,violencia_social,1
MUQUI,ENTRE MORROS,objetos,1
MUQUI,NOSSA SENHORA APARECIDA,violencia_social,1
MUQUI,PALMEIRAS,patrimonial,1
MUQUI,SAN DOMINGO,patrimonial,1
MUQUI,SAO DOMINGOS,objetos,1
MUQUI,SAO DOMINGOS,violencia_social,1
MUQUI,SAO PEDRO,objetos,1
NOVA VENECIA,AEROPORTO,digital,1
NOVA VENECIA,ALTOE,objetos,1
NOVA VENECIA,BOA VISTA,patrimonial,1
NOVA VENECIA,CENTRAL,objetos,1
NOVA VENECIA,CENTRAL,violencia_social,1
NOVA VENECIA,CENTRO,digital,1
NOVA VENECIA,COHAB,patrimonial,1
NOVA VENECIA,CORREGO ALEGRE,patrimonial,1
NOVA VENECIA,CORREGO DO CAVALO II,patrimonial,1
NOVA VENECIA,CRISTALINO,patrimonial,1
NOVA VENECIA,CRISTALINO,violencia_social,1
NOVA VENECIA,FILOMENA,objetos,1
NOVA VENECIA,GUARAREMA,violencia_social,1
NOVA VENECIA,MUNIZ,patrimonial,1
NOVA VENECIA,NOSSA SENHORA DE FATIMA,violencia_social,1
NOVA VENECIA,PEDRA GRANDE,patrimonial,1
NOVA VENECIA,POCAO,patrimonial,1
NOVA VENECIA,SANTO ANTONI DO QUINZE,violencia_social,1
NOVA VENECIA,SAO CRISTOVAO,objetos,1
NOVA VENECIA,SAO FRANCISCO,objetos,1
NOVA VENECIA,SAO GONCALO,patrimonial,1
NOVA VENECIA,VERMELHO,patrimonial,1
PANCAS,ALTO PANCAS,violencia_social,1
PANCAS,ALTO PANQUINHAS,violencia_social,1
PANCAS,CENTRO,digital,1
PANCAS,CORREGO ESPINHO,patrimonial,1
PANCAS,LIRIO DOS VALES,digital,1
PANCAS,LIRIO DOS VALES,objetos,1
PANCAS,LIRIO DOS VALES,patrimonial,1
PANCAS,LIRIO DOS VALES,violencia_social,1
PANCAS,NOSSA SENHORA DAS GRACAS,patrimonial,1
PANCAS,OSCAR LOURENCO DA SILVA,patrimonial,1
PANCAS,PARANAZINHO,patrimonial,1
PANCAS,SAO BENTO,patrimonial,1
PANCAS,SAO LUIS,patrimonial,1
PANCAS,SEBASTIAO FURTADO,patrimonial,1
PANCAS,SEBASTIAO FURTADO,violencia_social,1
PANCAS,VARGEM ALEGRE,patrimonial,1
PANCAS,VILA NOVA,violencia_social,1
PANCAS,VILA VERDE,objetos,1
PANCAS,VILA VERDE,violencia_social,1
PANCAS,ZONA RURAL,objetos,1
PEDRO CANARIO,BOA VISTA,objetos,1
PEDRO CANARIO,CAMATA,objetos,1
PEDRO CANARIO,CAMILO COLA,patrimonial,1
PEDRO CANARIO,CENTRO,digital,1
PEDRO CANARIO,DIVISA,patrimonial,1
PEDRO CANARIO,EXPLANADA,violencia_social,1
PEDRO CANARIO,LIONORIO II,patrimonial,1
PEDRO CANARIO,NOVO HORIZONTE,digital,1
PEDRO CANARIO,OUTRO LOCAL,violencia_social,1
PEDRO CANARIO,SANTA RITA,objetos,1
PEDRO CANARIO,SAO JOAO BATISTA,objetos,1
PEDRO CANARIO,VISTA ALEGRE,violencia_social,1
PEDRO CANARIO,ZONA RURAL,violencia_social,1
PINHEIROS,CANARIO,objetos,1
PINHEIROS,COLINA,digital,1
PINHEIROS,COLINA,patrimonial,1
PINHEIROS,GALILEIA,digital,1
PINHEIROS,GALILEIA,patrimonial,1
PINHEIROS,JUNDIA,digital,1
PINHEIROS,JUNDIAZINHO,patrimonial,1
PINHEIROS,LOTEAMENTO NOVA CANAA,patrimonial,1
PINHEIROS,NITEROI,digital,1
PINHEIROS,NITEROI,patrimonial,1
PINHEIROS,NITEROI,violencia_social,1
PINHEIROS,PINHEIRINHO,digital,1
PINHEIROS,PINHEIRINHO,objetos,1
PINHEIROS,RESIDENCIAL PINHEIROS,objetos,1
PINHEIROS,SANTA RITA,patrimonial,1
PINHEIROS,SANTO ANTONIO,digital,1
PINHEIROS,SAO JOAO DO SOBRADO,digital,1
PINHEIROS,VILA NOVA,patrimonial,1
PINHEIROS,VILA VERDE,digital,1
PIUMA,MONTE AGHA,digital,1
PIUMA,PIUMINAS,objetos,1
PIUMA,PRAIA DE ACAIACA,digital,1
PIUMA,UNIAO,objetos,1
PIUMA,UNIAO,patrimonial,1
PONTO BELO,CARVAO,violencia_social,1
PONTO BELO,CENTRO,violencia_social,1
PONTO BELO,FUNDAO,violencia_social,1
PONTO BELO,ITAMIRA,patrimonial,1
PONTO BELO,MORUMBI,objetos,1
PONTO BELO,POR DO SOL,patrimonial,1
PRESIDENTE KENNEDY,AGUA PRETA,patrimonial,1
PRESIDENTE KENNEDY,CACIMBINHA,violencia_social,1
PRESIDENTE KENNEDY,CAMPINAS,violencia_social,1
PRESIDENTE KENNEDY,CRIADOR,objetos,1
PRESIDENTE KENNEDY,GOROMOGO,patrimonial,1
PRESIDENTE KENNEDY,LEONEL,patrimonial,1
PRESIDENTE KENNEDY,LEONEL,violencia_social,1
PRESIDENTE KENNEDY,MAROBA,objetos,1
PRESIDENTE KENNEDY,MINEIRINHO,patrimonial,1
PRESIDENTE KENNEDY,MOROBA,violencia_social,1
PRESIDENTE KENNEDY,OUTRO LOCAL,violencia_social,1
PRESIDENTE KENNEDY,SANTA LUCIA,violencia_social,1
PRESIDENTE KENNEDY,SANTA MARIA,violencia_social,1
PRESIDENTE KENNEDY,SAO EDUARDO,digital,1
PRESIDENTE KENNEDY,SAO EDUARDO,patrimonial,1
PRESIDENTE KENNEDY,SAO JOAO DO LAGO,patrimonial,1
PRESIDENTE KENNEDY,SAO PAULO,patrimonial,1
PRESIDENTE KENNEDY,SAO PAULO,violencia_social,1
PRESIDENTE KENNEDY,SAO SALVADOR,violencia_social,1
RIO BANANAL,BARRA DA PRIMAVERA,patrimonial,1
RIO BANANAL,CENTRO,objetos,1
RIO BANANAL,CENTRO,patrimonial,1
RIO BANANAL,CORREGO DOUTOR MARIO FREIRE,patrimonial,1
RIO BANANAL,CORREGO LACRIMAL,patrimonial,1
RIO BANANAL,CORREGO LACRIMAL,violencia_social,1
RIO BANANAL,CORREGO PRIMAVERA,patrimonial,1
RIO BANANAL,CORREGO PRIMAVERA,violencia_social,1
RIO BANANAL,DOM PEDRO,patrimonial,1
RIO BANANAL,PANORAMA,patrimonial,1
RIO BANANAL,SANTA HELENA,violencia_social,1
RIO BANANAL,SANTO ANTONIO,objetos,1
RIO BANANAL,SAO JORGE DO TIRADENTES,objetos,1
RIO BANANAL,SAO SEBASTIAO,objetos,1
RIO NOVO DO SUL,ARROIO DAS PEDRAS,patrimonial,1
RIO NOVO DO SUL,BELA VISTA,patrimonial,1
RIO NOVO DO SUL,BORSOI,violencia_social,1
RIO NOVO DO SUL,CACHOEIRINHA,patrimonial,1
RIO NOVO DO SUL,ITATAIBA,violencia_social,1
RIO NOVO DO SUL,OUTRO LOCAL,objetos,1
RIO NOVO DO SUL,QUARTEIRAO,patrimonial,1
RIO NOVO DO SUL,QUARTEIRAO DE SANTANA,objetos,1
RIO NOVO DO SUL,QUARTEIRAO DE SANTANA,violencia_social,1
RIO NOVO DO SUL,SANTO ANTONIO,objetos,1
RIO NOVO DO SUL,SAO FRANCISCO,patrimonial,1
RIO NOVO DO SUL,SAO JOSE,patrimonial,1
RIO NOVO DO SUL,VIRGINIA NOVA,patrimonial,1
RIO NOVO DO SUL,VIRGINIA VELHA,patrimonial,1
RIO NOVO DO SUL,ZONA RURAL,patrimonial,1
SANTA LEOPOLDINA,BRAGANCA,patrimonial,1
SANTA LEOPOLDINA,CARAMURU,violencia_social,1
SANTA LEOPOLDINA,CHAVES,patrimonial,1
SANTA LEOPOLDINA,COLINA VERDE,violencia_social,1
SANTA LEOPOLDINA,CRUBIXA,patrimonial,1
SANTA LEOPOLDINA,CRUBIXA,violencia_social,1
SANTA LEOPOLDINA,FUNIL,patrimonial,1
SANTA LEOPOLDINA,MEIA LEGUA,patrimonial,1
SANTA LEOPOLDINA,MOXAFONGO,violencia_social,1
SANTA LEOPOLDINA,OUTRO LOCAL,patrimonial,1
SANTA LEOPOLDINA,PEDRA BRANCA,violencia_social,1
SANTA LEOPOLDINA,RIBEIRAO LIMPO,patrimonial,1
SANTA LEOPOLDINA,RIO DAS FARINHAS,violencia_social,1
SANTA LEOPOLDINA,RIO DO MEIO,violencia_social,1
SANTA LEOPOLDINA,SANTA LUCIA,patrimonial,1
SANTA LEOPOLDINA,SUICA,patrimonial,1
SANTA LEOPOLDINA,VILA NOVA,violencia_social,1
SANTA MARIA DE JETIBA,ALTO GARRAFAO,patrimonial,1
SANTA MARIA DE JETIBA,ALTO POSS MOUSER,objetos,1
SANTA MARIA DE JETIBA,ALTO RECREIO,patrimonial,1
SANTA MARIA DE JETIBA,BARRA DO RIO CLARO,objetos,1
SANTA MARIA DE JETIBA,BARRA DO RIO CLARO,patrimonial,1
SANTA MARIA DE JETIBA,BARRACAO DO RIO POSS MOUSER,patrimonial,1
SANTA MARIA DE JETIBA,BELEM,objetos,1
SANTA MARIA DE JETIBA,BELEM,violencia_social,1
SANTA MARIA DE JETIBA,CARAMURU II,digital,1
SANTA MARIA DE JETIBA,CORREGO DO OURO,patrimonial,1
SANTA MARIA DE JETIBA,CORREGO DO OURO,violencia_social,1
SANTA MARIA DE JETIBA,GARRAFAO,digital,1
SANTA MARIA DE JETIBA,RIO CLARO,patrimonial,1
SANTA MARIA DE JETIBA,RIO DAS PEDRAS,patrimonial,1
SANTA MARIA DE JETIBA,SAO BENTO,violencia_social,1
SANTA MARIA DE JETIBA,SAO JOAO DO BARRACAO,patrimonial,1
SANTA MARIA DE JETIBA,SAO LUIS,digital,1
SANTA MARIA DE JETIBA,VILA ITALIANOS,objetos,1
SANTA MARIA DE JETIBA,VILA JETIBA,objetos,1
SANTA MARIA DE JETIBA,ZONA RURAL,patrimonial,1
SANTA TERESA,ALTO CALDEIRAO,violencia_social,1
SANTA TERESA,ALTO SANTA JULIA,patrimonial,1
SANTA TERESA,ALTO SANTA MARIA,patrimonial,1
SANTA TERESA,ALTO SANTO ANTONIO,patrimonial,1
SANTA TERESA,ALTO VARZEA ALEGRE,violencia_social,1
SANTA TERESA,APARECIDINHA,patrimonial,1
SANTA TERESA,APARECIDINHA,violencia_social,1
SANTA TERESA,CALDEIRAO,objetos,1
SANTA TERESA,CALDEIRAO,violencia_social,1
SANTA TERESA,CANAA,patrimonial,1
SANTA TERESA,CENTENARIO,violencia_social,1
SANTA TERESA,CENTRO,objetos,1
SANTA TERESA,CENTRO,violencia_social,1
SANTA TERESA,CORREGO DO MANGANGA,patrimonial,1
SANTA TERESA,CORREGO FRIO,patrimonial,1
SANTA TERESA,CORREGO SECO DE SAO JOAO,digital,1
SANTA TERESA,DOIS PINHEIROS,digital,1
SANTA TERESA,DOIS PINHEIROS,violencia_social,1
SANTA TERESA,JULIAO,patrimonial,1
SANTA TERESA,OUTRO LOCAL,digital,1
SANTA TERESA,OUTRO LOCAL,violencia_social,1
SANTA TERESA,PEDRA ALEGRE,violencia_social,1
SANTA TERESA,PENHA,objetos,1
SANTA TERESA,PENHA,violencia_social,1
SANTA TERESA,RECANTO DO VALE,violencia_social,1
SANTA TERESA,RIO SALTINHO,digital,1
SANTA TERESA,RIO SALTINHO,violencia_social,1
SANTA TERESA,SANTO ANTONIO,violencia_social,1
SANTA TERESA,SANTO ANTONIO DO CANAA,digital,1
SANTA TERESA,SANTO HILARIO,patrimonial,1
SANTA TERESA,SAO JOAO DE PETROPOLIS,objetos,1
SANTA TERESA,SAO LOURENCO,digital,1
SANTA TERESA,SAO LOURENCO,violencia_social,1
SANTA TERESA,VALAO DE SAO PEDRO,violencia_social,1
SANTA TERESA,VALSUGANA VELHA,patrimonial,1
SANTA TERESA,VARZEA ALEGRE,digital,1
SANTA TERESA,VARZEA ALEGRE,violencia_social,1
SANTA TERESA,VILA NOVA,objetos,1
SANTA TERESA,VINTE E CINCO DE JULHO,patrimonial,1
SANTA TERESA,ZONA RURAL,objetos,1
SAO DOMINGOS DO NORTE,BRACO SUL,violencia_social,1
SAO DOMINGOS DO NORTE,CAIXA DAGUA,objetos,1
SAO DOMINGOS DO NORTE,CENTRO,objetos,1
SAO DOMINGOS DO NORTE,CRISTAL,violencia_social,1
SAO DOMINGOS DO NORTE,NITEROI,patrimonial,1
SAO DOMINGOS DO NORTE,OCTAVIO BONAPARTE,patrimonial,1
SAO DOMINGOS DO NORTE,SABIA I,objetos,1
SAO DOMINGOS DO NORTE,SIDNEY FORTUNA,patrimonial,1
SAO GABRIEL DA PALHA,AIMORES,objetos,1
SAO GABRIEL DA PALHA,BARRA SECA,digital,1
SAO GABRIEL DA PALHA,BARRA SECA,violencia_social,1
SAO GABRIEL DA PALHA,BOA VISTA,objetos,1
SAO GABRIEL DA PALHA,CASTELAN,patrimonial,1
SAO GABRIEL DA PALHA,CORREGO ARARA,violencia_social,1
SAO GABRIEL DA PALHA,CORREGO BLEY,objetos,1
SAO GABRIEL DA PALHA,CORREGO BLEY,violencia_social,1
SAO GABRIEL DA PALHA,CORREGO DO SETE,patrimonial,1
SAO GABRIEL DA PALHA,FARTURA,objetos,1
SAO GABRIEL DA PALHA,FARTURA,violencia_social,1
SAO GABRIEL DA PALHA,GLORIA,violencia_social,1
SAO GABRIEL DA PALHA,JOAO COLOMBI,patrimonial,1
SAO GABRIEL DA PALHA,MIRANTE,objetos,1
SAO GABRIEL DA PALHA,MIRANTE,patrimonial,1
SAO GABRIEL DA PALHA,OUTRO LOCAL,violencia_social,1
SAO GABRIEL DA PALHA,PARAISO,patrimonial,1
SAO GABRIEL DA PALHA,QUEIXADA,patrimonial,1
SAO GABRIEL DA PALHA,SANTA RITA,patrimonial,1
SAO GABRIEL DA PALHA,SANTA RITA,violencia_social,1
SAO GABRIEL DA PALHA,SANTA TEREZINHA,objetos,1
SAO GABRIEL DA PALHA,SAO JOSE,objetos,1
SAO GABRIEL DA PALHA,SAO ROQUE DA TERRA ROXA,patrimonial,1
SAO GABRIEL DA PALHA,SAO VICENTE,violencia_social,1
SAO GABRIEL DA PALHA,SETE DE SETEMBRO,objetos,1
SAO GABRIEL DA PALHA,VILA COMBONI,objetos,1
SAO GABRIEL DA PALHA,VILA COMBONI,patrimonial,1
SAO GABRIEL DA PALHA,VILA COMBONI,violencia_social,1
SAO GABRIEL DA PALHA,ZONA RURAL,violencia_social,1
SAO JOSE DO CALCADO,AIRITUBA,objetos,1
SAO JOSE DO CALCADO,AIRITUBA,violencia_social,1
SAO JOSE DO CALCADO,DIVINEIA,objetos,1
SAO JOSE DO CALCADO,DIVINEIA,patrimonial,1
SAO JOSE DO CALCADO,JACA,objetos,1
SAO JOSE DO CALCADO,JACA,patrimonial,1
SAO JOSE DO CALCADO,NITEROI,violencia_social,1
SAO JOSE DO CALCADO,OUTRO LOCAL,patrimonial,1
SAO JOSE DO CALCADO,PEDRO IDERALDO DE LIMA,patrimonial,1
SAO JOSE DO CALCADO,ZONA RURAL,violencia_social,1
SAO MATEUS,AROEIRA,objetos,1
SAO MATEUS,AYRTON SENNA,objetos,1
SAO MATEUS,BAMBURRAL,patrimonial,1
SAO MATEUS,BOM SUCESSO,objetos,1
SAO MATEUS,CAMPO GRANDE,violencia_social,1
SAO MATEUS,CARAPINA,objetos,1
SAO MATEUS,CEREJEIRA,violencia_social,1
SAO MATEUS,CHACARA DO CRICARE,violencia_social,1
SAO MATEUS,CORREGO DA AREIA,objetos,1
SAO MATEUS,CORREGO DA AREIA,violencia_social,1
SAO MATEUS,CORREGO DO MACACO,patrimonial,1
SAO MATEUS,DOM JOSE DALVIT,patrimonial,1
SAO MATEUS,FAZENDA PAULISTA,patrimonial,1
SAO MATEUS,FAZENDA PAULISTA,violencia_social,1
SAO MATEUS,GURIRI,digital,1
SAO MATEUS,JAQUELINE,objetos,1
SAO MATEUS,JAQUELINE,violencia_social,1
SAO MATEUS,LIBERDADE,objetos,1
SAO MATEUS,LIBERDADE,patrimonial,1
SAO MATEUS,MARIRICU,patrimonial,1
SAO MATEUS,MORADA DO LAGO,patrimonial,1
SAO MATEUS,MORADA DO RIBEIRAO,objetos,1
SAO MATEUS,MORRO DA ONCA,violencia_social,1
SAO MATEUS,NOVA AIMORES,patrimonial,1
SAO MATEUS,NOVA CONQUISTA,violencia_social,1
SAO MATEUS,NOVA ERA,violencia_social,1
SAO MATEUS,NOVA LIMA,patrimonial,1
SAO MATEUS,NOVA SAO MATEUS,objetos,1
SAO MATEUS,NOVA SAO MATEUS,patrimonial,1
SAO MATEUS,NOVO HORIZONTE,objetos,1
SAO MATEUS,PEDRA DAGUA,objetos,1
SAO MATEUS,QUILOMETRO,patrimonial,1
SAO MATEUS,QUILOMETRO,violencia_social,1
SAO MATEUS,RESEDENCIAL PARQUE WASHIGTON,violencia_social,1
SAO MATEUS,RESIDENCIAL COLINA,violencia_social,1
SAO MATEUS,RESIDENCIAL JACUI,patrimonial,1
SAO MATEUS,RESIDENCIAL JACUI,violencia_social,1
SAO MATEUS,RIBEIRAO,patrimonial,1
SAO MATEUS,RIO PRETO,violencia_social,1
SAO MATEUS,SAO BENEDITO,patrimonial,1
SAO MATEUS,SAO BRAS,violencia_social,1
SAO MATEUS,SAO JORGE,objetos,1
SAO MATEUS,SAO PEDRO,patrimonial,1
SAO MATEUS,SEAC,objetos,1
SAO MATEUS,UNIVERSITARIO,patrimonial,1
SAO MATEUS,URUSSUQUARA,patrimonial,1
SAO MATEUS,URUSSUQUARA,violencia_social,1
SAO MATEUS,VILA VERDE,patrimonial,1
SAO MATEUS,VITORIA,objetos,1
SAO ROQUE DO CANAA,BAIXO SANTA JULIA,patrimonial,1
SAO ROQUE DO CANAA,CABECEIRA DO RIO MUTUM,violencia_social,1
SAO ROQUE DO CANAA,CENTRO,objetos,1
SAO ROQUE DO CANAA,CINCO CASINHAS,patrimonial,1
SAO ROQUE DO CANAA,CINCO CASINHAS,violencia_social,1
SAO ROQUE DO CANAA,FRANCISCO TOREZANI,patrimonial,1
SAO ROQUE DO CANAA,FRANCISCO TOREZANI,violencia_social,1
SAO ROQUE DO CANAA,OUTRO LOCAL,objetos,1
SAO ROQUE DO CANAA,PICADAO DE SAO ROQUE,objetos,1
SAO ROQUE DO CANAA,PICADAO DE SAO ROQUE,violencia_social,1
SAO ROQUE DO CANAA,SAO BENTO,patrimonial,1
SAO ROQUE DO CANAA,SAO BENTO,violencia_social,1
SAO ROQUE DO CANAA,SAO DAMACIO,violencia_social,1
SAO ROQUE DO CANAA,SAO JACINTO,patrimonial,1
SAO ROQUE DO CANAA,SAO PEDRO,patrimonial,1
SAO ROQUE DO CANAA,SAO ROQUINHO,violencia_social,1
SAO ROQUE DO CANAA,TANCREDO,digital,1
SAO ROQUE DO CANAA,VILA ESPANHOLA,digital,1
SAO ROQUE DO CANAA,VILA ESPANHOLA,objetos,1
SAO ROQUE DO CANAA,VILA ESPANHOLA,patrimonial,1
SAO ROQUE DO CANAA,ZONA RURAL,violencia_social,1
SERRA,BAIRRO DE FATIMA,digital,1
SERRA,BAIRRO NOVO,violencia_social,1
SERRA,BARCELONA,digital,1
SERRA,BARRO BRANCO,violencia_social,1
SERRA,BELVEDERE,digital,1
SERRA,BOULEVARD LAGOA,objetos,1
SERRA,CACAROCA,digital,1
SERRA,CACAROCA,objetos,1
SERRA,CAMARA,objetos,1
SERRA,CANTINHO DO CEU,objetos,1
SERRA,CARAPINA,digital,1
SERRA,CARAPINA,violencia_social,1
SERRA,CARAPINA I,digital,1
SERRA,CASCATA,violencia_social,1
SERRA,CENTRAL CARAPINA,digital,1
SERRA,CIDADE NOVA DA SERRA,violencia_social,1
SERRA,CIVIT I,violencia_social,1
SERRA,CIVIT II,violencia_social,1
SERRA,COLINA DA SERRA,objetos,1
SERRA,CONJUNTO CARAPINA I,digital,1
SERRA,CONJUNTO JACARAIPE,violencia_social,1
SERRA,DIAMANTINA,digital,1
SERRA,DIVINOPOLIS,digital,1
SERRA,EURICO SALLES,digital,1
SERRA,FAZENDA CASCATA,patrimonial,1
SERRA,FEU ROSA,digital,1
SERRA,GUARACIABA,violencia_social,1
SERRA,JARDIM BELA VISTA,digital,1
SERRA,JARDIM DA SERRA,patrimonial,1
SERRA,JARDIM GUANABARA,objetos,1
SERRA,JARDIM GUANABARA,violencia_social,1
SERRA,JARDIM PRIMAVERA,patrimonial,1
SERRA,JARDIM PRIMAVERA,violencia_social,1
SERRA,JOSE DE ANCHIETA,digital,1
SERRA,JOSE DE ANCHIETA II,digital,1
SERRA,LARANJEIRAS VELHA,digital,1
SERRA,MARBELLA,violencia_social,1
SERRA,MARINGA,digital,1
SERRA,MORADA DE LARANJEIRAS,digital,1
SERRA,NOSSA SENHORA DA CONCEICAO,violencia_social,1
SERRA,OURIMAR,digital,1
SERRA,PALMEIRAS,digital,1
SERRA,PALMEIRAS,objetos,1
SERRA,PARQUE RESIDENCIAL LARANJEIRAS,digital,1
SERRA,PARQUE RESIDENCIAL MESTRE ALVARO,digital,1
SERRA,PARQUE RESIDENCIAL NOVA ALMEIDA,objetos,1
SERRA,PARQUE RESIDENCIAL NOVA ALMEIDA,patrimonial,1
SERRA,PARQUE RESIDENCIAL NOVA ALMEIDA,violencia_social,1
SERRA,PARQUE SANTA FE,objetos,1
SERRA,PITANGA,objetos,1
SERRA,POLO INSDUSTRIAL TUBARAO,violencia_social,1
SERRA,PRAIA BELA,patrimonial,1
SERRA,PRAIA DA BALEIA,violencia_social,1
SERRA,REIS MAGOS,objetos,1
SERRA,ROSARIO DE FATIMA,digital,1
SERRA,SANTIAGO,objetos,1
SERRA,SANTIAGO,patrimonial,1
SERRA,SANTO ANTONIO,digital,1
SERRA,SAO DOMINGOS,objetos,1
SERRA,SAO JUDAS TADEU,digital,1
SERRA,SAO JUDAS TADEU,objetos,1
SERRA,SAO LOURENCO,digital,1
SERRA,SAO MARCOS I,objetos,1
SERRA,SAO MARCOS II,digital,1
SERRA,SAO PEDRO,violencia_social,1
SERRA,SERRA CENTRO,digital,1
SERRA,SERRAMAR,objetos,1
SERRA,SOLAR DE ANCHIETA,objetos,1
SERRA,TAQUARA,violencia_social,1
SERRA,VILA MARIA NIOBE,violencia_social,1
SERRA,VILA NOVA DE COALRES,violencia_social,1
SERRA,ZONA RURAL,digital,1
SERRA,ZONA RURAL,violencia_social,1
SOORETAMA,ALEGRE,objetos,1
SOORETAMA,BARRA DO CHUMBADO,patrimonial,1
SOORETAMA,CONJUNTO DALVO LOUREIRO,patrimonial,1
SOORETAMA,CONJUNTO DALVO LOUREIRO,violencia_social,1
SOORETAMA,CORREGO ALEGRE,patrimonial,1
SOORETAMA,CORREGO ALEGRE,violencia_social,1
SOORETAMA,JOEIRANAIS,violencia_social,1
SOORETAMA,PARQUE SAO JORGE,objetos,1
SOORETAMA,SANTA LUZIA,patrimonial,1
SOORETAMA,VALE DO SOL,violencia_social,1
SOORETAMA,ZONA RURAL,patrimonial,1
VARGEM ALTA,ALTO CASTELINHO,patrimonial,1
VARGEM ALTA,ALTO CASTELINHO,violencia_social,1
VARGEM ALTA,BOA ESPERANCA,patrimonial,1
VARGEM ALTA,CAPIVARA,patrimonial,1
VARGEM ALTA,CASTELINHO,objetos,1
VARGEM ALTA,CENTRO,objetos,1
VARGEM ALTA,CONCORDIA,patrimonial,1
VARGEM ALTA,CORREGO DO OURO,violencia_social,1
VARGEM ALTA,GUIOMAR,patrimonial,1
VARGEM ALTA,OUTRO LOCAL,violencia_social,1
VARGEM ALTA,PAMBAL DE BAIXO,digital,1
VARGEM ALTA,PAMBAL DE BAIXO,patrimonial,1
VARGEM ALTA,PARAISO,objetos,1
VARGEM ALTA,PARAISO,patrimonial,1
VARGEM ALTA,POMBAL DE CIMA,patrimonial,1
VARGEM ALTA,PROSPERIDADE,digital,1
VARGEM ALTA,PROSPERIDADE,patrimonial,1
VARGEM ALTA,RICHMOND,objetos,1
VARGEM ALTA,SANTANA,objetos,1
VARGEM ALTA,SANTO ANTONIO,digital,1
VARGEM ALTA,SANTO ANTONIO,patrimonial,1
VARGEM ALTA,SAO JOAO,patrimonial,1
VARGEM ALTA,SAO JOSE,violencia_social,1
