uf,municipio,bairro,categoria_macro
ES,VILA VELHA,DARLY SANTOS,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,CORREGO DOS MONOS,violencia_social
ES,ITAGUACU,AMERICO FREDERICO COSER,violencia_social
ES,CARIACICA,NOVA VALVERDE,violencia_social
ES,RIO BANANAL,SANTO ANTONIO,violencia_social
ES,DORES DO RIO PRETO,CENTRO,violencia_social
ES,CARIACICA,BANDEIRANTES,violencia_social
ES,CASTELO,INDEPENDENCIA,violencia_social
ES,ALTO RIO NOVO,MONTE CARMELO,violencia_social
ES,SERRA,BOA VISTA II,violencia_social
ES,MARATAIZES,SANTA TEREZA,violencia_social
ES,VARGEM ALTA,SAO JOSE DE FRUTEIRA,violencia_social
ES,VILA VELHA,CENTRO VILA VELHA,violencia_social
ES,BARRA DE SAO FRANCISCO,BAIRRO IRMAOS FERNANDES,violencia_social
ES,PIUMA,LAGO AZUL,violencia_social
ES,PONTO BELO,MORUMBI,violencia_social
ES,VILA VELHA,NOVO MEXICO,violencia_social
ES,VIANA,VILA BETHANIA,violencia_social
ES,PIUMA,JARDIM MAILY,violencia_social
ES,MANTENOPOLIS,BELA VISTA,violencia_social
ES,SERRA,JARDIM ATLANTICO,violencia_social
ES,VITORIA,ITARARE,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA DE FATIMA,violencia_social
ES,PANCAS,NOSSA SENHORA APARECIDA,violencia_social
ES,CARIACICA,NOVA BRASILIA,violencia_social
ES,COLATINA,ALTO VILA NOVA,violencia_social
ES,GUARAPARI,AMARELO,violencia_social
ES,ARACRUZ,COHAB II,violencia_social
ES,GUACUI,BALANCA,violencia_social
ES,VITORIA,SAO CRISTOVAO,violencia_social
ES,SERRA,NOVA ALMEIDA CENTRO,violencia_social
ES,SERRA,MARIA NIOBE,violencia_social
ES,SERRA,SANTO ANTONIO,violencia_social
ES,VITORIA,BONFIM,violencia_social
ES,MUQUI,ENTRE MORROS,violencia_social
ES,SAO GABRIEL DA PALHA,CENTRO,violencia_social
ES,CARIACICA,SAO JOAO BATISTA,violencia_social
ES,ARACRUZ,ITAPUTERA,violencia_social
ES,COLATINA,MOACYR BROTAS,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,PARAISO,violencia_social
ES,MUCURICI,ITABAIANA,violencia_social
ES,SAO GABRIEL DA PALHA,SANTA TEREZINHA,violencia_social
ES,ARACRUZ,PLANALTO,violencia_social
ES,COLATINA,SAO JUDAS TADEU,violencia_social
ES,ALEGRE,CLERIO MOULIM,violencia_social
ES,MARECHAL FLORIANO,BATATAL,violencia_social
ES,JAGUARE,BOA VISTA I,violencia_social
ES,COLATINA,SAO PEDRO,violencia_social
ES,MUNIZ FREIRE,ALTO NORTE,violencia_social
ES,PINHEIROS,BAIRRO_NAO_INFORMADO,violencia_social
ES,SANTA TERESA,VILA NOVA,violencia_social
ES,SERRA,PORTO CANOA,violencia_social
ES,COLATINA,MORADA DO SOL,violencia_social
ES,VITORIA,SAO BENEDITO,violencia_social
ES,SERRA,PARQUE RESIDENCIAL NOVA ALMEIDA,violencia_social
ES,SERRA,BARRO BRANCO,violencia_social
ES,VITORIA,PRAIA DO CANTO,violencia_social
ES,VITORIA,CONSOLACAO,violencia_social
ES,ANCHIETA,PRAIA DE PARATI,violencia_social
ES,BARRA DE SAO FRANCISCO,BAIRRO BAMBE,violencia_social
ES,VILA VELHA,BOA VISTA II,violencia_social
ES,COLATINA,PERPETUO SOCORRO,violencia_social
ES,LINHARES,BNH,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,AGOSTINHO SIMONATO,violencia_social
ES,VILA PAVAO,BAIRRO_NAO_INFORMADO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,GILBERTO MACHADO,violencia_social
ES,CASTELO,SANTO ANDREZINHO,violencia_social
ES,MARATAIZES,BOA VISTA DO SUL,violencia_social
ES,VENDA NOVA DO IMIGRANTE,SAO ROQUE,violencia_social
ES,IUNA,ALTO TRINDADE,violencia_social
ES,JAGUARE,CENTRO,violencia_social
ES,IBIRACU,CENTRO,violencia_social
ES,PONTO BELO,CASTANHEIRAS II,violencia_social
ES,CARIACICA,TABAJARA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,JARDIM AMERICA,violencia_social
ES,PRESIDENTE KENNEDY,CAMPO NOVO II,violencia_social
ES,CARIACICA,NOVA ESPERANCA,violencia_social
ES,LINHARES,MOVELAR,violencia_social
ES,JERONIMO MONTEIRO,SANTA CLARA,violencia_social
ES,PONTO BELO,ITAMIRA,violencia_social
ES,SAO MATEUS,CACIQUE,violencia_social
ES,COLATINA,SANTA MONICA,violencia_social
ES,COLATINA,FIORAVANTE MARINO,violencia_social
ES,VILA VELHA,INDUSTRIAL,violencia_social
ES,CARIACICA,VISTA DOURADA,violencia_social
ES,COLATINA,CENTRO,violencia_social
ES,COLATINA,LUIZ IGLESIAS,violencia_social
ES,ALEGRE,CHARQUEADA,violencia_social
ES,JOAO NEIVA,FLORESTA,violencia_social
ES,VILA VELHA,CIDADE DA BARRA,violencia_social
ES,PIUMA,APARECIDA,violencia_social
ES,NOVA VENECIA,SANTA LUZIA,violencia_social
ES,SAO GABRIEL DA PALHA,SAO SEBASTIAO,violencia_social
ES,CARIACICA,SAO GERALDO,violencia_social
ES,SAO GABRIEL DA PALHA,SAO ROQUE DA TERRA ROXA,violencia_social
ES,VILA VELHA,PAUL,violencia_social
ES,SERRA,SERRA DOURADA I,violencia_social
ES,VITORIA,DE LOURDES,violencia_social
ES,BOA ESPERANCA,BOA MIRA,violencia_social
ES,SERRA,BELVEDERE,violencia_social
ES,BARRA DE SAO FRANCISCO,VILA SANTA IZABEL,violencia_social
ES,LARANJA DA TERRA,RECANTO DOS POETAS,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA,violencia_social
ES,SERRA,DIVINOPOLIS,violencia_social
ES,SAO GABRIEL DA PALHA,AIMORES,violencia_social
ES,CARIACICA,SAO GONCALO,violencia_social
ES,MUNIZ FREIRE,AMORIM,violencia_social
ES,IBATIBA,SANTA MARIA DE BAIXO,violencia_social
ES,SERRA,ESTANCIA MONAZITICA,violencia_social
ES,VILA VELHA,SANTOS DUMONT,violencia_social
ES,SERRA,SAO FRANCISCO,violencia_social
ES,LINHARES,CANIVETE,violencia_social
ES,CASTELO,ARACUI,violencia_social
ES,ITARANA,BARRA ENCOBERTA,violencia_social
ES,VITORIA,ANTONIO HONORIO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,PARQUE DAS LARANJEIRAS,violencia_social
ES,GUACUI,VILA DOS PROFESSORES,violencia_social
ES,AFONSO CLAUDIO,GRAMA,violencia_social
ES,SANTA MARIA DE JETIBA,SANTA LUZIA DO RECREIO,violencia_social
ES,VENDA NOVA DO IMIGRANTE,CENTRO,violencia_social
ES,SERRA,CACAROCA,violencia_social
ES,ARACRUZ,SAO CLEMENTE,violencia_social
ES,RIO NOVO DO SUL,BORSOI,violencia_social
ES,PINHEIROS,JUNDIA,violencia_social
ES,PINHEIROS,RESIDENCIAL PINHEIROS,violencia_social
ES,JAGUARE,BARRA SECA,violencia_social
ES,SERRA,ENSEADA DE JACARAIPE,violencia_social
ES,ALEGRE,CAFE,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,SANTA HELENA,violencia_social
ES,IRUPI,CENTRO,violencia_social
ES,LINHARES,POVOACAO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,VILA RICA,violencia_social
ES,ALTO RIO NOVO,SANTA BARBARA II,violencia_social
ES,SAO MATEUS,NOVA SAO MATEUS,violencia_social
ES,SANTA TERESA,JARDIM DA MONTANHA,violencia_social
ES,AGUIA BRANCA,SANTA CRUZ,violencia_social
ES,ARACRUZ,GUAXINDIBA,violencia_social
ES,SERRA,SAO MARCOS I,violencia_social
ES,SANTA LEOPOLDINA,SUICA,violencia_social
ES,MUQUI,SAO PEDRO,violencia_social
ES,LINHARES,TERRA ALTA,violencia_social
ES,PIUMA,PIUMINAS,violencia_social
ES,SERRA,BOULEVARD LAGOA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,NOVA BRASILIA,violencia_social
ES,MARECHAL FLORIANO,BOM JESUS,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,SAO GERALDO,violencia_social
ES,SANTA MARIA DE JETIBA,BELEM,violencia_social
ES,SAO MATEUS,SERNAMBY,violencia_social
ES,SAO MATEUS,BOA VISTA,violencia_social
ES,PIUMA,PRAIA DE ACAIACA,violencia_social
ES,SAO MATEUS,MORADA DO RIBEIRAO,violencia_social
ES,VILA VELHA,ARGOLAS,violencia_social
ES,CONCEICAO DA BARRA,CAMPO VERDE I,violencia_social
ES,VITORIA,FONTE GRANDE,violencia_social
ES,SAO GABRIEL DA PALHA,POPULARES,violencia_social
ES,COLATINA,OPERARIO,violencia_social
ES,MARECHAL FLORIANO,RIO FUNDO,violencia_social
ES,CARIACICA,ALTO DA BOA VISTA,violencia_social
ES,GUACUI,ANTONIO FRANCISCO MOREIRA,violencia_social
ES,ITAPEMIRIM,MARAGUA,violencia_social
ES,SERRA,CIVIT II,violencia_social
ES,SERRA,PLANICIE DA SERRA,violencia_social
ES,VILA VELHA,JARDIM GUADALAJARA,violencia_social
ES,SANTA TERESA,ALVORADA,violencia_social
ES,VITORIA,JOANA DARC,violencia_social
ES,IRUPI,LOTEAMENTO WILSON FERNANDES FERREIRA,violencia_social
ES,GUARAPARI,SOL NASCENTE,violencia_social
ES,JAGUARE,IRMA TEREZA ALTOE,violencia_social
ES,VITORIA,JABOUR,violencia_social
ES,ANCHIETA,JUSTICA II,violencia_social
ES,GOVERNADOR LINDENBERG,MOACIR AVIDOS,violencia_social
ES,MIMOSO DO SUL,PRATINHA,violencia_social
ES,JERONIMO MONTEIRO,CENTRO,violencia_social
ES,SAO ROQUE DO CANAA,VILA VERDE,violencia_social
ES,CARIACICA,VERA CRUZ,violencia_social
ES,PONTO BELO,CARVAO,violencia_social
ES,CARIACICA,NOVA CAMPO GRANDE,violencia_social
ES,CARIACICA,DOM BOSCO,violencia_social
ES,MARECHAL FLORIANO,VILA DAS ORQUIDEAS,violencia_social
ES,ARACRUZ,DECARLI,violencia_social
ES,ALFREDO CHAVES,CENTRO,violencia_social
ES,ALEGRE,PAVUNA,violencia_social
ES,DOMINGOS MARTINS,PEDRA AZUL,violencia_social
ES,ARACRUZ,NOVA CONQUISTA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,ABELARDO MACHADO,violencia_social
ES,SERRA,HELIO FERRAZ,violencia_social
ES,COLATINA,SANTOS DUMONT,violencia_social
ES,CARIACICA,MUCURI,violencia_social
ES,NOVA VENECIA,SAO FRANCISCO,violencia_social
ES,NOVA VENECIA,GUARAREMA,violencia_social
ES,CONCEICAO DA BARRA,CENTRO,violencia_social
ES,ATILIO VIVACQUA,BAIRRO_NAO_INFORMADO,violencia_social
ES,CONCEICAO DA BARRA,ANTONIO LOPEZ,violencia_social
ES,SAO MATEUS,MARIRICU,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,RECANTO,violencia_social
ES,DOMINGOS MARTINS,GOIABEIRA,violencia_social
ES,SANTA MARIA DE JETIBA,CARAMURU II,violencia_social
ES,PANCAS,SAO LUIS,violencia_social
ES,COLATINA,MARTINELI,violencia_social
ES,SAO GABRIEL DA PALHA,SAO SEBASTIAO DA BARRA SECA,violencia_social
ES,VITORIA,DO QUADRO,violencia_social
ES,CASTELO,BAIRRO_NAO_INFORMADO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,LUIZ TINOCO FONSECA,violencia_social
ES,IUNA,GUANABARA,violencia_social
ES,ANCHIETA,ALVORADA,violencia_social
ES,VITORIA,SANTA LUIZA,violencia_social
ES,VITORIA,MORADA DE CAMBURI,violencia_social
ES,ARACRUZ,JEQUITIBA,violencia_social
ES,VITORIA,ILHA DAS CAIEIRAS,violencia_social
ES,PRESIDENTE KENNEDY,MINEIRINHO,violencia_social
ES,JOAO NEIVA,MONTE LIBANO,violencia_social
ES,VILA VELHA,VILA GUARANHUNS,violencia_social
ES,COLATINA,MARIA ISMENIA,violencia_social
ES,LARANJA DA TERRA,BELA VISTA,violencia_social
ES,JOAO NEIVA,CRISTAL,violencia_social
ES,AFONSO CLAUDIO,JOSE VALIM,violencia_social
ES,SAO MATEUS,PORTO,violencia_social
ES,BAIXO GUANDU,MAUA,violencia_social
ES,VITORIA,ILHA DE SANTA MARIA,violencia_social
ES,SAO ROQUE DO CANAA,CINCO CASINHAS,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,BELA VISTA,violencia_social
ES,PANCAS,SEBASTIAO FURTADO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,MARBRASA,violencia_social
ES,ARACRUZ,MOROBA,violencia_social
ES,SERRA,CIDADE NOVA DA SERRA,violencia_social
ES,NOVA VENECIA,DIADEMA,violencia_social
ES,COLATINA,PONTE DO PANCAS,violencia_social
ES,ITAPEMIRIM,GRAUNA,violencia_social
ES,VITORIA,CARATOIRA,violencia_social
ES,VARGEM ALTA,PEDRA BRANCA,violencia_social
ES,SERRA,BAIRRO DE FATIMA,violencia_social
ES,ARACRUZ,GRAPOAMA,violencia_social
ES,MIMOSO DO SUL,SERRA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,SAO FRANCISCO DE ASSIS,violencia_social
ES,SOORETAMA,PARQUE SAO JORGE,violencia_social
ES,SAO GABRIEL DA PALHA,APARECIDA,violencia_social
ES,IRUPI,JOAO BUTICA,violencia_social
ES,MUNIZ FREIRE,MENINO JESUS,violencia_social
ES,BOA ESPERANCA,SANTO ANTONIO DO POUSO ALEGRE,violencia_social
ES,IBIRACU,ARICANGA,violencia_social
ES,SERRA,EURICO SALLES,violencia_social
ES,FUNDAO,OZEIAS NETO,violencia_social
ES,MIMOSO DO SUL,MORRO DA PALHA,violencia_social
ES,MARILANDIA,VILA PALMIRA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,BASILEIA,violencia_social
ES,JOAO NEIVA,VILA NOVA DE BAIXO,violencia_social
ES,VILA PAVAO,PRACA RICA,violencia_social
ES,IBATIBA,FLORESTA I,violencia_social
ES,VITORIA,FRADINHOS,violencia_social
ES,IUNA,FERREIRA VALE,violencia_social
ES,SANTA MARIA DE JETIBA,ALTOS SEBASTIAO,violencia_social
ES,CARIACICA,RIO BRANCO,violencia_social
ES,MARILANDIA,VISTA BELA,violencia_social
ES,MARATAIZES,LAGOA DANTAS,violencia_social
ES,SAO GABRIEL DA PALHA,SAO VICENTE,violencia_social
ES,BREJETUBA,CENTRO,violencia_social
ES,COLATINA,SAO VICENTE,violencia_social
ES,PRESIDENTE KENNEDY,MAROBA,violencia_social
ES,CARIACICA,SAO CONRADO,violencia_social
ES,SAO MATEUS,LIBERDADE,violencia_social
ES,BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,violencia_social
ES,ANCHIETA,CANTAGALO,violencia_social
ES,MIMOSO DO SUL,CENTRO,violencia_social
ES,CARIACICA,SANTA PAULA,violencia_social
ES,GUARAPARI,ELZA NADER,violencia_social
ES,DOMINGOS MARTINS,ISABEL,violencia_social
ES,VENDA NOVA DO IMIGRANTE,SAO JOAO DE VICOSA,violencia_social
ES,JOAO NEIVA,CRUBIXA,violencia_social
ES,RIO BANANAL,SAO JORGE DO TIRADENTES,violencia_social
ES,LINHARES,NOSSA SENHORA DA CONCEICAO,violencia_social
ES,SERRA,CONJUNTO JACARAIPE,violencia_social
ES,AFONSO CLAUDIO,RIBEIRAO DO COSTA,violencia_social
ES,SAO DOMINGOS DO NORTE,CENTRO,violencia_social
ES,COLATINA,SAO GABRIEL DE BAUNILHA,violencia_social
ES,SAO GABRIEL DA PALHA,SANTA CECILIA,violencia_social
ES,IBIRACU,RESIDENCIAL FRANCISCO CAMPAGNARO,violencia_social
ES,NOVA VENECIA,IOLANDA,violencia_social
ES,CARIACICA,ALTO LAGE,violencia_social
ES,PEDRO CANARIO,CANARINHA,violencia_social
ES,SERRA,OURIMAR,violencia_social
ES,VILA VELHA,VISTA DA PENHA,violencia_social
ES,CARIACICA,SOTEMA,violencia_social
ES,VARGEM ALTA,TAQUARACU,violencia_social
ES,GUARAPARI,NOSSA SENHORA DA CONCEICAO,violencia_social
ES,AGUIA BRANCA,CRISTO REI,violencia_social
ES,SERRA,CASCATA,violencia_social
ES,VITORIA,ANDORINHAS,violencia_social
ES,IBATIBA,VILA NOVA,violencia_social
ES,SAO GABRIEL DA PALHA,VILA COMBONI,violencia_social
ES,VITORIA,PRAIA DO SUA,violencia_social
ES,SAO GABRIEL DA PALHA,ASA BRANCA,violencia_social
ES,BOA ESPERANCA,AGUA BOA,violencia_social
ES,BOA ESPERANCA,BOAMIRA,violencia_social
ES,FUNDAO,DIRECAO,violencia_social
ES,CARIACICA,VILA PALESTINA,violencia_social
ES,JOAO NEIVA,DEMETRIO RIBEIRO,violencia_social
ES,COLATINA,SAO BRAZ,violencia_social
ES,PINHEIROS,DOMICIANO,violencia_social
ES,ALFREDO CHAVES,MACRINA,violencia_social
ES,CASTELO,EXPOSICAO,violencia_social
ES,JOAO NEIVA,CENTRO,violencia_social
ES,SAO ROQUE DO CANAA,VILA ESPANHOLA,violencia_social
ES,SERRA,CARAPINA,violencia_social
ES,PIUMA,PORTINHO,violencia_social
ES,RIO NOVO DO SUL,SAO JOSE,violencia_social
ES,MONTANHA,DECAO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,SAO LUCAS,violencia_social
ES,SOORETAMA,ALEGRE,violencia_social
ES,IBATIBA,SAO SEBASTIAO,violencia_social
ES,VIANA,CAXIAS DO SUL,violencia_social
ES,VITORIA,MATA DA PRAIA,violencia_social
ES,SAO GABRIEL DA PALHA,JARDIM PASSAMANI,violencia_social
ES,LINHARES,SAO JOSE,violencia_social
ES,SERRA,CANTINHO DO CEU,violencia_social
ES,GUARAPARI,BAIRRO_NAO_INFORMADO,violencia_social
ES,BARRA DE SAO FRANCISCO,BAIRRO VILA VICENTE,violencia_social
ES,CARIACICA,VISTA MAR,violencia_social
ES,PANCAS,ALTO PANQUINHAS,violencia_social
ES,SANTA TERESA,BAIRRO_NAO_INFORMADO,violencia_social
ES,MARATAIZES,LAGOA FUNDA,violencia_social
ES,COLATINA,SAO JOAO PEQUENO,violencia_social
ES,MARECHAL FLORIANO,SANTA MARIA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,VALAO,violencia_social
ES,GUARAPARI,IPIRANGA,violencia_social
ES,IBITIRAMA,SANTA RITA,violencia_social
ES,ARACRUZ,NOVO JEQUITIBA,violencia_social
ES,VILA VELHA,NOVA PONTA DA FRUTA,violencia_social
ES,COLATINA,OLIVIO ZANOTELI,violencia_social
ES,BOM JESUS DO NORTE,LOTEAMENTO DONA LEA,violencia_social
ES,MUNIZ FREIRE,SAO VICENTE DE PAULA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,CAMPO DA LEOPOLDINA,violencia_social
ES,AGUA DOCE DO NORTE,SANTO AGOSTINHO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,SOTURNO,violencia_social
ES,DOMINGOS MARTINS,NOSSA SENHORA DO CARMO,violencia_social
ES,SERRA,SAO DIOGO I,violencia_social
ES,IUNA,SERRINHA DA TORRE,violencia_social
ES,SANTA LEOPOLDINA,REGENCIA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,CAICARA,violencia_social
ES,CASTELO,ESPLANADA,violencia_social
ES,SOORETAMA,BAIRRO_NAO_INFORMADO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,TEIXEIRA LEITE,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,BAIRRO_NAO_INFORMADO,violencia_social
ES,PRESIDENTE KENNEDY,LEONEL,violencia_social
ES,VIANA,SANTO AGOSTINHO,violencia_social
ES,SAO MATEUS,AYRTON SENNA,violencia_social
ES,SAO MATEUS,CHACARA DO CRICARE,violencia_social
ES,VENDA NOVA DO IMIGRANTE,VILA BETANEA,violencia_social
ES,JOAO NEIVA,BAIRRO DE FATIMA,violencia_social
ES,JAGUARE,AGUA LIMPA,violencia_social
ES,BARRA DE SAO FRANCISCO,BAIRRO VILA GONCALVES,violencia_social
ES,SERRA,SAO PEDRO,violencia_social
ES,ALFREDO CHAVES,PARQUE RESIDENCIAL ALFREDO CHAVES,violencia_social
ES,ITAPEMIRIM,BOM SERA,violencia_social
ES,LINHARES,TRES BARRAS,violencia_social
ES,AGUA DOCE DO NORTE,VILA NELITA,violencia_social
ES,SERRA,PARQUE RESIDENCIAL MESTRE ALVARO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,TIJUCA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,AMARELO,violencia_social
ES,CONCEICAO DO CASTELO,ARTHUR SOARES,violencia_social
ES,COLATINA,AEROPORTO,violencia_social
ES,ALFREDO CHAVES,CACHOEIRA ALTA,violencia_social
ES,MARECHAL FLORIANO,SUIDO DE BAIXO,violencia_social
ES,IBATIBA,SANTA ISABEL,violencia_social
ES,BAIXO GUANDU,ALTO GUANDU,violencia_social
ES,AGUIA BRANCA,CORREGO AGUAS CLARAS,violencia_social
ES,CASTELO,CENTRO,violencia_social
ES,IBIRACU,BAIRRO_NAO_INFORMADO,violencia_social
ES,RIO NOVO DO SUL,SANTO ANTONIO,violencia_social
ES,VIANA,VILA NOVA,violencia_social
ES,AFONSO CLAUDIO,BOA VISTA,violencia_social
ES,JAGUARE,FATIMA,violencia_social
ES,CONCEICAO DA BARRA,SAYONARA,violencia_social
ES,IBATIBA,IPE,violencia_social
ES,COLATINA,SANTA FE,violencia_social
ES,CASTELO,NITEROI,violencia_social
ES,BARRA DE SAO FRANCISCO,VARGEM GRANDE,violencia_social
ES,BOM JESUS DO NORTE,SAO JOAO,violencia_social
ES,CASTELO,VILA IZABEL,violencia_social
ES,ITARANA,COHAB,violencia_social
ES,VARGEM ALTA,VARGEM GRANDE,violencia_social
ES,DORES DO RIO PRETO,FORQUILHA DO RIO,violencia_social
ES,VITORIA,SANTA LUCIA,violencia_social
ES,VITORIA,SANTA CECILIA,violencia_social
ES,MUQUI,BAIRRO_NAO_INFORMADO,violencia_social
ES,AFONSO CLAUDIO,FAZENDA GUANDU,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,ITAOCA,violencia_social
ES,DIVINO DE SAO LOURENCO,PENHA,violencia_social
ES,AGUIA BRANCA,APARECIDA,violencia_social
ES,COLATINA,ITAPINA,violencia_social
ES,COLATINA,VISTA DA SERRA,violencia_social
ES,BAIXO GUANDU,CENTRO,violencia_social
ES,APIACA,JOSE CARLOS,violencia_social
ES,AGUA DOCE DO NORTE,CRISTO REI,violencia_social
ES,AFONSO CLAUDIO,ALTO SAO PEDRO,violencia_social
ES,VENDA NOVA DO IMIGRANTE,BICUIBA,violencia_social
ES,PIUMA,NITEROI,violencia_social
ES,PEDRO CANARIO,LIONORIO I,violencia_social
ES,PANCAS,CENTRO,violencia_social
ES,ITAGUACU,ITAIMBE,violencia_social
ES,IBATIBA,BRASIL NOVO,violencia_social
ES,CARIACICA,SANTA CECILIA,violencia_social
ES,VILA VELHA,RESIDENCIAL COQUEIRAL,violencia_social
ES,CASTELO,VILA NOVA,violencia_social
ES,RIO NOVO DO SUL,BAIRRO_NAO_INFORMADO,violencia_social
ES,ICONHA,TOCAIA,violencia_social
ES,SERRA,TAQUARA I,violencia_social
ES,ECOPORANGA,BENEDITA MONTEIRO,violencia_social
ES,VARGEM ALTA,VILA MARIA,violencia_social
ES,JOAO NEIVA,SAO BRAS,violencia_social
ES,SANTA MARIA DE JETIBA,VILA JETIBA,violencia_social
ES,CONCEICAO DA BARRA,NOVO HORIZONTE,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA DA PENHA,violencia_social
ES,CONCEICAO DA BARRA,ITAUNAS,violencia_social
ES,SANTA LEOPOLDINA,FUNIL,violencia_social
ES,MANTENOPOLIS,SAO JOSE,violencia_social
ES,ARACRUZ,NOVA COLATINA,violencia_social
ES,CONCEICAO DO CASTELO,BAIRRO_NAO_INFORMADO,violencia_social
ES,LINHARES,OLARIA,violencia_social
ES,CARIACICA,NOVO HORIZONTE,violencia_social
ES,ITAGUACU,PALMEIRA,violencia_social
ES,MARECHAL FLORIANO,SANTA RITA,violencia_social
ES,BARRA DE SAO FRANCISCO,BARRO PRETO,violencia_social
ES,SERRA,SERRA DOURADA III,violencia_social
ES,GUACUI,MANOEL ALVES SIQUEIRA,violencia_social
ES,VILA VELHA,MORRO DA LAGOA,violencia_social
ES,LINHARES,LAGOA DO MEIO,violencia_social
ES,BOA ESPERANCA,BOA VISTA,violencia_social
ES,MARATAIZES,ATLANTICO,violencia_social
ES,GOVERNADOR LINDENBERG,SAO JOAO,violencia_social
ES,VENDA NOVA DO IMIGRANTE,PROVIDENCIA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,ALTO MONTE CRISTO,violencia_social
ES,FUNDAO,AGRIN CORREIA DA VITORIA,violencia_social
ES,ARACRUZ,PRIMAVERA,violencia_social
ES,FUNDAO,TIMBUI,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,SAFRA,violencia_social
ES,SAO GABRIEL DA PALHA,PROGRESSO,violencia_social
ES,VENDA NOVA DO IMIGRANTE,SAO PEDRO,violencia_social
ES,SAO MATEUS,JAMBEIRO,violencia_social
ES,BREJETUBA,RANCHO DA ANTA,violencia_social
ES,MARATAIZES,LAGOA DO SIRI,violencia_social
ES,ITAGUACU,ITACU,violencia_social
ES,PINHEIROS,CENTRO,violencia_social
ES,IUNA,LARANJA DA TERRA,violencia_social
ES,BAIXO GUANDU,SANTA MONICA,violencia_social
ES,VILA VELHA,ILHA DOS BENTOS,violencia_social
ES,JERONIMO MONTEIRO,PEDREGAL,violencia_social
ES,DOMINGOS MARTINS,SAO RAFAEL,violencia_social
ES,PEDRO CANARIO,BAIRRO_NAO_INFORMADO,violencia_social
ES,IBATIBA,FLORESTA II,violencia_social
ES,MANTENOPOLIS,SAO JOSE DE MANTENOPOLIS,violencia_social
ES,ALTO RIO NOVO,AGUA LIMPA,violencia_social
ES,DOMINGOS MARTINS,FAZENDA DO ESTADO,violencia_social
ES,ANCHIETA,DOIS IRMAOS,violencia_social
ES,IUNA,NITEROI,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,OTTON MARINS,violencia_social
ES,SANTA MARIA DE JETIBA,VILA NOVA,violencia_social
ES,VITORIA,ILHA DO BOI,violencia_social
ES,COLATINA,FAZENDA VITALI,violencia_social
ES,AFONSO CLAUDIO,VARGEM GRANDE,violencia_social
ES,BREJETUBA,SERTAOZINHO,violencia_social
ES,CASTELO,GARAGE,violencia_social
ES,BOM JESUS DO NORTE,BAIRRO_NAO_INFORMADO,violencia_social
ES,SAO MATEUS,URUSSUQUARA,violencia_social
ES,ARACRUZ,PRAIA SAUE,violencia_social
ES,GUACUI,CID MOREIRA,violencia_social
ES,BARRA DE SAO FRANCISCO,BAIRRO CAMPO NOVO,violencia_social
ES,BARRA DE SAO FRANCISCO,BAIRRO VILA LUCIENE,violencia_social
ES,PIUMA,NOVA ESPERANCA,violencia_social
ES,VILA VELHA,NOVA ITAPARICA,violencia_social
ES,ARACRUZ,MUCURATA,violencia_social
ES,VITORIA,BARRO VERMELHO,violencia_social
ES,SAO MATEUS,NOVA AIMORES,violencia_social
ES,JAGUARE,NOVO HORIZONTE,violencia_social
ES,PINHEIROS,COLINA,violencia_social
ES,LINHARES,JARDIM LAGUNA,violencia_social
ES,ICONHA,BAIRRO_NAO_INFORMADO,violencia_social
