data_fato,hora_fato,grupo_incidente,tipo_incidente,uf,idade,genero,cor,municipio,bairro,tipo_local,fonte_dados,categoria_macro,ano,mes,mes_nome,data_mes,dia_da_semana_num,dia_da_semana,fim_de_semana,hora_num,periodo_dia,faixa_etaria
2025-05-01,21:23,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,23.0,1 - MASCULINO,PARDA,ITAPEMIRIM,ITAOCA,OUTROS LOCAIS,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,3.0,QUI,False,21,NOITE,18_24
2025-05-01,16:14,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,26.0,1 - MASCULINO,PARDA,CONCEICAO DA BARRA,BRAÇO DO RIO,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,3.0,QUI,False,16,TARDE,25_34
2025-05-01,15:16,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,25.0,1 - MASCULINO,NEGRA,SERRA,SERRA CENTRO,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,3.0,QUI,False,15,TARDE,25_34
2025-05-01,12:16,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,21.0,1 - MASCULINO,PARDA,VILA VELHA,VILA GARRIDO,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,3.0,QUI,False,12,TARDE,18_24
2025-05-01,09:18,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,66.0,2 - FEMININO,PARDA,VILA VELHA,VALE ENCANTADO,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,3.0,QUI,False,9,MANHA,65_PLUS
2025-05-02,21:56,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,45.0,1 - MASCULINO,NEGRA,CARIACICA,CASTELO BRANCO,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,4.0,SEX,False,21,NOITE,45_54
2025-05-02,21:50,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,53.0,1 - MASCULINO,NEGRA,CARIACICA,JARDIM AMERICA,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,4.0,SEX,False,21,NOITE,45_54
2025-05-02,21:01,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,40.0,1 - MASCULINO,PARDA,PANCAS,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,4.0,SEX,False,21,NOITE,35_44
2025-05-02,01:00,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,PARDA,SERRA,JARDIM DA SERRA,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,4.0,SEX,False,1,MADRUGADA,18_24
2025-05-03,20:15,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,21.0,2 - FEMININO,PARDA,SOORETAMA,SAYONARA,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,5.0,SAB,True,20,NOITE,18_24
2025-05-04,11:11,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,30.0,1 - MASCULINO,PARDA,BOA ESPERANÇA,VILA TAVARES,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,6.0,DOM,True,11,MANHA,25_34
2025-05-04,03:24,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,27.0,1 - MASCULINO,PARDA,LINHARES,BREJO GRANDE,OUTROS LOCAIS,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,6.0,DOM,True,3,MADRUGADA,25_34
2025-05-04,02:27,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,30.0,1 - MASCULINO,PARDA,CONCEICAO DA BARRA,BRAÇO DO RIO,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,6.0,DOM,True,2,MADRUGADA,25_34
2025-05-04,01:35,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,49.0,1 - MASCULINO,BRANCA,IUNA,QUILOMBO,DOMICÍLIO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,6.0,DOM,True,1,MADRUGADA,45_54
2025-05-05,09:21,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,36.0,1 - MASCULINO,NEGRA,SERRA,FEU ROSA,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,0.0,SEG,False,9,MANHA,35_44
2025-05-05,00:24,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,35.0,1 - MASCULINO,PARDA,GUARAPARI,SAO GABRIEL,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,0.0,SEG,False,0,MADRUGADA,35_44
2025-05-06,20:45,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,39.0,1 - MASCULINO,PARDA,PINHEIROS,SAO JOAO DO SOBRADO,DOMICÍLIO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,1.0,TER,False,20,NOITE,35_44
2025-05-06,09:56,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,23.0,1 - MASCULINO,PARDA,SERRA,JARDIM BELA VISTA,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,1.0,TER,False,9,MANHA,18_24
2025-05-06,07:57,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,37.0,1 - MASCULINO,PARDA,CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA APARECIDA,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,1.0,TER,False,7,MANHA,35_44
2025-05-06,07:21,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,26.0,1 - MASCULINO,BRANCA,BAIXO GUANDU,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,1.0,TER,False,7,MANHA,25_34
2025-05-07,17:03,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,57.0,1 - MASCULINO,BRANCA,CARIACICA,VILA CAPIXABA,PONTE / VIADUTO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,2.0,QUA,False,17,TARDE,55_64
2025-05-07,11:09,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,40.0,1 - MASCULINO,BRANCA,CARIACICA,VILA CAPIXABA,PONTE / VIADUTO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,2.0,QUA,False,11,MANHA,35_44
2025-05-09,21:05,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,39.0,1 - MASCULINO,BRANCA,ITAGUACU,CENTRO,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,4.0,SEX,False,21,NOITE,35_44
2025-05-10,23:29,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,58.0,1 - MASCULINO,PARDA,CARIACICA,VILA CAPIXABA,PONTE / VIADUTO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,5.0,SAB,True,23,NOITE,55_64
2025-05-10,14:17,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,45.0,1 - MASCULINO,PARDA,VILA VELHA,ALECRIM,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,5.0,SAB,True,14,TARDE,45_54
2025-05-10,00:47,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,29.0,1 - MASCULINO,PARDA,RIO BANANAL,CORREGO LACRIMAL,DOMICÍLIO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,5.0,SAB,True,0,MADRUGADA,25_34
2025-05-11,04:36,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,26.0,1 - MASCULINO,PARDA,CARIACICA,FLEXAL II,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,6.0,DOM,True,4,MADRUGADA,25_34
2025-05-11,00:44,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,21.0,1 - MASCULINO,PARDA,VILA VELHA,PEDRA DOS BUZIOS,DOMICÍLIO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,6.0,DOM,True,0,MADRUGADA,18_24
2025-05-12,05:55,CRIMES CONTRA A PESSOA,FEMINICÍDIO,ES,46.0,2 - FEMININO,PARDA,DOMINGOS MARTINS,SOIDO,DOMICÍLIO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,0.0,SEG,False,5,MADRUGADA,45_54
2025-05-12,22:46,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,29.0,1 - MASCULINO,PARDA,CARIACICA,SOTELANDIA,VIA PÚBLICA,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,0.0,SEG,False,22,NOITE,25_34
2025-05-12,02:31,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,33.0,1 - MASCULINO,PARDA,GUARAPARI,SAO GABRIEL,DOMICÍLIO,homicidios,violencia_social,2025.0,5.0,MAI,2025-05-01,0.0,SEG,False,2,MADRUGADA,25_34
2025-06-01,11:31,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,BRANCA,VILA VELHA,JABURUNA,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,6.0,DOM,True,11,MANHA,18_24
2025-06-02,11:43,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,21.0,1 - MASCULINO,PARDA,GUARAPARI,PATURA,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,0.0,SEG,False,11,MANHA,18_24
2025-06-04,18:44,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,PARDA,VITORIA,SANTO ANTONIO,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,2.0,QUA,False,18,NOITE,18_24
2025-06-05,23:09,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,34.0,1 - MASCULINO,PARDA,CARIACICA,VILA PRUDENCIO,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,3.0,QUI,False,23,NOITE,25_34
2025-06-06,23:09,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,46.0,1 - MASCULINO,PARDA,CONCEICAO DO CASTELO,CENTRO,DOMICÍLIO,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,4.0,SEX,False,23,NOITE,45_54
2025-06-07,22:30,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,25.0,1 - MASCULINO,PARDA,SOORETAMA,CENTRO,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,5.0,SAB,True,22,NOITE,25_34
2025-06-07,22:30,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,25.0,1 - MASCULINO,PARDA,SOORETAMA,CENTRO,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,5.0,SAB,True,22,NOITE,25_34
2025-06-07,15:36,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,17.0,1 - MASCULINO,PARDA,SAO MATEUS,ZONA RURAL,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,5.0,SAB,True,15,TARDE,15_17
2025-06-07,12:04,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,32.0,1 - MASCULINO,PARDA,VIANA,PEDRA MULATA,DOMICÍLIO,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,5.0,SAB,True,12,TARDE,25_34
2025-06-07,07:59,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,17.0,1 - MASCULINO,PARDA,SERRA,VILA NOVA DE COALRES,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,5.0,SAB,True,7,MANHA,15_17
2025-06-08,18:27,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,19.0,1 - MASCULINO,PARDA,VILA VELHA,DOM JOAO BATISTA,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,6.0,DOM,True,18,NOITE,18_24
2025-06-08,15:51,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,37.0,1 - MASCULINO,BRANCA,VILA VELHA,COBILANDIA,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,6.0,DOM,True,15,TARDE,35_44
2025-06-08,07:30,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,23.0,1 - MASCULINO,NEGRA,CARIACICA,JARDIM DE ALAH,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,6.0,DOM,True,7,MANHA,18_24
2025-06-08,03:05,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,29.0,1 - MASCULINO,PARDA,CARIACICA,JARDIM BOTANICO,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,6.0,DOM,True,3,MADRUGADA,25_34
2025-06-09,23:15,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,38.0,1 - MASCULINO,PARDA,MONTANHA,LAJEDO,DOMICÍLIO,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,0.0,SEG,False,23,NOITE,35_44
2025-06-09,19:06,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,33.0,1 - MASCULINO,BRANCA,CARIACICA,SAO FRANCISCO,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,0.0,SEG,False,19,NOITE,25_34
2025-06-09,16:47,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,42.0,1 - MASCULINO,PARDA,VILA VELHA,PRAIA DA COSTA,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,0.0,SEG,False,16,TARDE,35_44
2025-06-09,15:38,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,35.0,1 - MASCULINO,PARDA,CARIACICA,SANTO ANDRE,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,0.0,SEG,False,15,TARDE,35_44
2025-06-09,10:04,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,47.0,1 - MASCULINO,NEGRA,SERRA,TAQUARA,VIA PÚBLICA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,0.0,SEG,False,10,MANHA,45_54
2025-06-09,02:09,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,31.0,2 - FEMININO,PARDA,PANCAS,OPERARIO,DOMICÍLIO,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,0.0,SEG,False,2,MADRUGADA,25_34
2025-06-10,18:54,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,69.0,1 - MASCULINO,PARDA,IRUPI,SANTA CLARA,DOMICÍLIO,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,1.0,TER,False,18,NOITE,65_PLUS
2025-06-10,12:41,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,15.0,1 - MASCULINO,PARDA,LINHARES,PLANALTO,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,1.0,TER,False,12,TARDE,15_17
2025-06-12,13:03,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,25.0,1 - MASCULINO,PARDA,VILA VELHA,SAO TORQUATO,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,6.0,JUN,2025-06-01,3.0,QUI,False,13,TARDE,25_34
2025-07-01,18:48,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,36.0,1 - MASCULINO,NEGRA,CARIACICA,FLEXAL I,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,1.0,TER,False,18,NOITE,35_44
2025-07-03,08:23,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,22.0,1 - MASCULINO,NEGRA,VILA VELHA,SANTA RITA,VIA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,3.0,QUI,False,8,MANHA,18_24
2025-07-04,14:56,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,17.0,1 - MASCULINO,NEGRA,SAO MATEUS,GURIRI,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,4.0,SEX,False,14,TARDE,15_17
2025-07-05,23:27,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,36.0,1 - MASCULINO,PARDA,COLATINA,VILA LENIRA,DOMICÍLIO,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,5.0,SAB,True,23,NOITE,35_44
2025-07-05,13:51,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,35.0,1 - MASCULINO,PARDA,NOVA VENECIA,BEIRA RIO,VIA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,5.0,SAB,True,13,TARDE,35_44
2025-07-05,10:53,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,36.0,1 - MASCULINO,NEGRA,CARIACICA,CARIACICA SEDE,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,5.0,SAB,True,10,MANHA,35_44
2025-07-05,02:45,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,18.0,2 - FEMININO,PARDA,GUARAPARI,"SAO JOSE,",TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,5.0,SAB,True,2,MADRUGADA,18_24
2025-07-08,18:10,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,26.0,1 - MASCULINO,PARDA,SOORETAMA,SAYONARA,VIA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,1.0,TER,False,18,NOITE,25_34
2025-07-08,02:31,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,47.0,1 - MASCULINO,NEGRA,GOVERNADOR LINDENBERG,NOVA BRASILIA,DOMICÍLIO,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,1.0,TER,False,2,MADRUGADA,45_54
2025-07-09,23:17,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,21.0,1 - MASCULINO,PARDA,MARATAIZES,BARRA DE ITAPEMIRIM,VIA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,2.0,QUA,False,23,NOITE,18_24
2025-07-10,11:16,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,29.0,1 - MASCULINO,PARDA,GUARAPARI,VARZEA NOVA,UNIDADE PRISIONAL,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,3.0,QUI,False,11,MANHA,25_34
2025-07-10,09:13,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,41.0,1 - MASCULINO,PARDA,VILA VELHA,ZUMBI DOS PALMARES,VIA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,3.0,QUI,False,9,MANHA,35_44
2025-07-10,07:33,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,BRANCA,VILA VELHA,SAO CONRADO,VIA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,3.0,QUI,False,7,MANHA,18_24
2025-07-10,07:23,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,22.0,1 - MASCULINO,NEGRA,VILA VELHA,BARRAMARES,VIA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,3.0,QUI,False,7,MANHA,18_24
2025-07-11,22:52,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,35.0,1 - MASCULINO,PARDA,SERRA,NOVO HORIZONTE,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,4.0,SEX,False,22,NOITE,35_44
2025-07-11,22:52,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,18.0,1 - MASCULINO,PARDA,SERRA,NOVO HORIZONTE,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,4.0,SEX,False,22,NOITE,18_24
2025-07-11,22:52,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,35.0,1 - MASCULINO,NEGRA,SERRA,NOVO HORIZONTE,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,4.0,SEX,False,22,NOITE,35_44
2025-07-11,19:55,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,24.0,1 - MASCULINO,PARDA,PONTO BELO,CENTRO,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,4.0,SEX,False,19,NOITE,18_24
2025-07-12,16:10,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,24.0,1 - MASCULINO,NEGRA,ITAPEMIRIM,LIMAO,CURSO D'ÁGUA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,5.0,SAB,True,16,TARDE,18_24
2025-07-12,12:09,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,37.0,1 - MASCULINO,PARDA,RIO BANANAL,ZONA RURAL,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,5.0,SAB,True,12,TARDE,35_44
2025-07-12,05:37,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,26.0,1 - MASCULINO,PARDA,SAO MATEUS,NOVO HORIZONTE,VIA PÚBLICA,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,5.0,SAB,True,5,MADRUGADA,25_34
2025-07-12,03:18,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,23.0,1 - MASCULINO,PARDA,JAGUARE,SEAC,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,7.0,JUL,2025-07-01,5.0,SAB,True,3,MADRUGADA,18_24
2025-08-01,19:06,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,BRANCA,SERRA,PLANALTO SERRANO,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,4.0,SEX,False,19,NOITE,18_24
2025-08-02,22:33,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,39.0,1 - MASCULINO,PARDA,SAO MATEUS,RESEDENCIAL PARQUE WASHIGTON,ESTABELECIMENTO DE SAÚDE,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,22,NOITE,35_44
2025-08-02,18:06,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,38.0,1 - MASCULINO,NEGRA,VITORIA,SAO JOSE,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,18,NOITE,35_44
2025-08-02,15:32,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,61.0,1 - MASCULINO,PARDA,SERRA,JARDIM CARAPINA,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,15,TARDE,55_64
2025-08-02,15:32,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,28.0,1 - MASCULINO,PARDA,SERRA,JARDIM CARAPINA,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,15,TARDE,25_34
2025-08-02,04:48,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,27.0,1 - MASCULINO,PARDA,PRESIDENTE KENNEDY,JAQUEIRA,DOMICÍLIO,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,4,MADRUGADA,25_34
2025-08-03,19:56,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,56.0,1 - MASCULINO,BRANCA,BREJETUBA,SAO JORGE,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,6.0,DOM,True,19,NOITE,55_64
2025-08-03,15:49,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,27.0,1 - MASCULINO,PARDA,JAGUARE,BOA VISTA,LAGO / LAGOA / REPRESA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,6.0,DOM,True,15,TARDE,25_34
2025-08-03,06:23,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,PARDA,SERRA,CIDADE POMAR,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,6.0,DOM,True,6,MANHA,18_24
2025-08-03,00:31,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,45.0,1 - MASCULINO,PARDA,SANTA LEOPOLDINA,CENTRO,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,6.0,DOM,True,0,MADRUGADA,45_54
2025-08-03,00:30,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,34.0,1 - MASCULINO,PARDA,SAO GABRIEL DA PALHA,BOA VISTA,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,6.0,DOM,True,0,MADRUGADA,25_34
2025-08-04,10:39,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,37.0,1 - MASCULINO,NEGRA,VILA VELHA,GLORIA,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,0.0,SEG,False,10,MANHA,35_44
2025-08-04,04:16,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,24.0,1 - MASCULINO,NEGRA,LINHARES,AVISO,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,0.0,SEG,False,4,MADRUGADA,18_24
2025-08-05,21:45,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,33.0,1 - MASCULINO,PARDA,LINHARES,SANTA CRUZ,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,1.0,TER,False,21,NOITE,25_34
2025-08-05,21:25,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,18.0,1 - MASCULINO,PARDA,VILA VELHA,ALECRIM,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,1.0,TER,False,21,NOITE,18_24
