fonte_dados,categoria_macro,genero,cor,idade,faixa_etaria,municipio,bairro,sexo,cutis
violencia_domestica,violencia_social,,,23.0,18_24,VITORIA,UNIVERSITARIO,MASCULINO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,IBIRACU,SAO CRISTOVAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,COBILANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,PRAIA DE ITAPARICA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,CARIACICA,SOTELANDIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,CASTELO,CASTELO III,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,CACHOEIRO DE ITAPEMIRIM,MONTE BELO,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,SERRA,NOVO HORIZONTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,CARIACICA,JARDIM BOTANICO,MASCULINO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,CARIACICA,NOVO HORIZONTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,SERRA,SAO PATRICIO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,BARRA DE SAO FRANCISCO,BAIRRO IRMAOS FERNANDES,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,PIUMA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,APIACA,FRANCISCO JORGE DA SILVA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,MUCURICI,ALTO BONITO,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,FUNDAO,OUTRO LOCAL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,SERRA,FEU ROSA,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,CACHOEIRO DE ITAPEMIRIM,TIJUCA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,CACHOEIRO DE ITAPEMIRIM,TIJUCA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,ARACRUZ,OUTRO LOCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,SERRA,CIVIT II,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,BAIXO GUANDU,ROSARIO I,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,LARANJA DA TERRA,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,CARIACICA,PROLAR,FEMININO,NEGRA
violencia_domestica,violencia_social,,,35.0,35_44,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,SAO MATEUS,AROEIRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,ICONHA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,LINHARES,PLANALTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,SERRA,MANGUINHOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,CARIACICA,CASTELO BRANCO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,VILA VELHA,ATAIDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,CACHOEIRO DE ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,JAGUARE,FATIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,IRUPI,OUTRO LOCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,ANCHIETA,OUTRO LOCAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,41.0,35_44,CARIACICA,SANTO ANDRE,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,VITORIA,CONQUISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,42.0,35_44,LINHARES,POVOACAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,MUNIZ FREIRE,SAO VICENTE DE PAULA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,44.0,35_44,CARIACICA,VERA CRUZ,S/I,PARDA
violencia_domestica,violencia_social,,,45.0,45_54,PRESIDENTE KENNEDY,MAROBA,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,BOA ESPERANCA,ILMO COVRE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,SERRA,MATA DA SERRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,47.0,45_54,CACHOEIRO DE ITAPEMIRIM,ALTO NOVO PARQUE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,47.0,45_54,JAGUARE,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,49.0,45_54,SAO MATEUS,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,49.0,45_54,SOORETAMA,SAYONARA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,49.0,45_54,VITORIA,REDENCAO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,51.0,45_54,SAO MATEUS,SANTO ANTONIO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,53.0,45_54,CARIACICA,MORADA DE SANTA FE,FEMININO,PARDA
violencia_domestica,violencia_social,,,55.0,55_64,CARIACICA,VALE ESPERANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,56.0,55_64,SERRA,FEU ROSA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,58.0,55_64,SANTA MARIA DE JETIBA,ALTOS SEBASTIAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,58.0,55_64,SERRA,NOVO HORIZONTE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,,,NOVA VENECIA,BONFIM,FEMININO,PARDA
violencia_domestica,violencia_social,,,,,VITORIA,SAO PEDRO,S/I,PARDA
violencia_domestica,violencia_social,,,15.0,15_17,BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,MASCULINO,INDETERMINADA
violencia_domestica,violencia_social,,,16.0,15_17,ARACRUZ,BELA VISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,18.0,18_24,VILA VELHA,BARRAMARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,LINHARES,OUTRO LOCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,SAO GABRIEL DA PALHA,GUSTAVO BOONE,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,19.0,18_24,CARIACICA,PROLAR,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,GUACUI,OUTRO LOCAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,SERRA,PLANALTO SERRANO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,CARIACICA,PADRE GABRIEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,SOORETAMA,SALVADOR,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,CARIACICA,CRUZEIRO DO SUL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,PRESIDENTE KENNEDY,CACIMBINHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,ALFREDO CHAVES,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,GUARAPARI,SANTA MONICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,CARIACICA,NOVA ROSA DA PENHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,MARECHAL FLORIANO,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,SAO MATEUS,BOM SUCESSO,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,LINHARES,INTERLAGOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,VILA VELHA,ALVORADA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,SERRA,BARCELONA,FEMININO,INDIGENA
violencia_domestica,violencia_social,,,30.0,25_34,ARACRUZ,VILA RICA,MASCULINO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,VIANA,UNIVERSAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,CARIACICA,NOVA ROSA DA PENHA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,30.0,25_34,NOVA VENECIA,AEROPORTO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,GUACUI,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,VILA VELHA,PONTA DA FRUTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,BARRA DE SAO FRANCISCO,MONTE SENIR,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,CARIACICA,ALTO DA BOA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,VIANA,SOTECO,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,ITAPEMIRIM,JOACIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,ITAPEMIRIM,JOACIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,SERRA,JARDIM ATLANTICO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,PRESIDENTE KENNEDY,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,VILA VELHA,NOSSA SENHORA DA PENHA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,38.0,35_44,SAO MATEUS,CHACARA DO CRICARE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,SANTA TERESA,SAO LOURENCO,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,SERRA,CACAROCA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,41.0,35_44,SERRA,PARQUE DAS GAIVOTAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,CARIACICA,NOVA ROSA DA PENHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,45.0,45_54,VITORIA,SAO PEDRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,48.0,45_54,SAO JOSE DO CALCADO,NITEROI,FEMININO,PARDA
violencia_domestica,violencia_social,,,48.0,45_54,GUARAPARI,BALNEARIO MEAIPE,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,SERRA,GUARACIABA,FEMININO,PARDA
violencia_domestica,violencia_social,,,51.0,45_54,JOAO NEIVA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,SAO MATEUS,NESTOR GOMES,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,FUNDAO,ORLY RAMOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,53.0,45_54,VITORIA,ITARARE,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,CASTELO,ESPLANADA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,55.0,55_64,PRESIDENTE KENNEDY,SAO SALVADOR,FEMININO,NEGRA
violencia_domestica,violencia_social,,,55.0,55_64,SERRA,BALNEARIO DE CARAPEBUS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,55.0,55_64,SERRA,BAIRRO DAS LARANJEIRAS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,59.0,55_64,BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,62.0,55_64,SAO GABRIEL DA PALHA,APARECIDA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,63.0,55_64,LINHARES,BEBEDOURO,FEMININO,PARDA
violencia_domestica,violencia_social,,,65.0,65_PLUS,VILA VELHA,IBES,FEMININO,PARDA
violencia_domestica,violencia_social,,,69.0,65_PLUS,ARACRUZ,VILA RICA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,71.0,65_PLUS,BOA ESPERANCA,CRUZEIRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,,,ANCHIETA,OUTRO LOCAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,,,NOVA VENECIA,CRISTALINO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,,,VILA VELHA,DARLY SANTOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,13.0,0_14,LINHARES,OUTRO LOCAL,FEMININO,AMARELA
violencia_domestica,violencia_social,,,14.0,0_14,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,FEMININO,PARDA
violencia_domestica,violencia_social,,,15.0,15_17,LINHARES,OUTRO LOCAL,MASCULINO,PARDA
violencia_domestica,violencia_social,,,16.0,15_17,PANCAS,OPERARIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,16.0,15_17,SAO MATEUS,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,17.0,15_17,ALEGRE,VILA DO SUL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,18.0,18_24,SAO GABRIEL DA PALHA,CENTRO,FEMININO,AMARELA
violencia_domestica,violencia_social,,,18.0,18_24,GOVERNADOR LINDENBERG,NOVA BRASILIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,ITAPEMIRIM,ITAOCA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,23.0,18_24,CACHOEIRO DE ITAPEMIRIM,CORAMARA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,23.0,18_24,BAIXO GUANDU,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,COLATINA,NOVO HORIZONTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,VILA VELHA,DARLY SANTOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,DOM JOAO BATISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,VILA VELHA,PRAIA DAS GAIVOTAS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,VILA VELHA,ALVORADA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,CARIACICA,NOVO BRASIL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,GUACUI,SAO MIGUEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,ARACRUZ,FATIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,CASTELO,INDEPENDENCIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,SOTECO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,ALEGRE,VILA DO SUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,CASTELO,INDEPENDENCIA,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,CACHOEIRO DE ITAPEMIRIM,MONTE CRISTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,LINHARES,OUTRO LOCAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,PRESIDENTE KENNEDY,JAQUEIRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,CACHOEIRO DE ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,COLATINA,SANTOS DUMONT,FEMININO,NEGRA
violencia_domestica,violencia_social,,,33.0,25_34,ARACRUZ,BARRA DO RIACHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,COLATINA,NOSSA SENHORA APARECIDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,VITORIA,SANTA LUIZA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,ANDRE CARLONI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,VILA VELHA,NOVO MEXICO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,36.0,35_44,VITORIA,RESISTENCIA,MASCULINO,NEGRA
violencia_domestica,violencia_social,,,37.0,35_44,SERRA,VALPARAISO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,GOVERNADOR LINDENBERG,NOVA BRASILIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,38.0,35_44,CARIACICA,SANTA LUZIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,VILA VELHA,PAUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,MARATAIZES,BARRA DE ITAPEMIRIM,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,ALEGRE,VILA DO SUL,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,42.0,35_44,GUARAPARI,PEROCAO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,42.0,35_44,SAO MATEUS,ZONA RURAL,MASCULINO,NEGRA
violencia_domestica,violencia_social,,,43.0,35_44,CACHOEIRO DE ITAPEMIRIM,MONTE CRISTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,SANTA TERESA,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,VILA VELHA,COBILANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,47.0,45_54,GUARAPARI,SAO GABRIEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,47.0,45_54,SAO MATEUS,ZONA RURAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,52.0,45_54,CARIACICA,CARIACICA SEDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,52.0,45_54,SERRA,SAO MARCOS II,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,VITORIA,ANTONIO HONORIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,SERRA,JARDIM CARAPINA,FEMININO,PARDA
violencia_domestica,violencia_social,,,55.0,55_64,IBATIBA,TROCATE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,55.0,55_64,CARIACICA,ITACIBA,FEMININO,PARDA
violencia_domestica,violencia_social,,,62.0,55_64,VILA VELHA,DARLY SANTOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,70.0,65_PLUS,NOVA VENECIA,ALTOE,FEMININO,PARDA
violencia_domestica,violencia_social,,,78.0,65_PLUS,SAO MATEUS,NESTOR GOMES,FEMININO,PARDA
violencia_domestica,violencia_social,,,,,ITAPEMIRIM,GOMES,S/I,PARDA
violencia_domestica,violencia_social,,,,,JERONIMO MONTEIRO,OUTRO LOCAL,S/I,NEGRA
violencia_domestica,violencia_social,,,,,CARIACICA,NOVA ROSA DA PENHA,S/I,PARDA
violencia_domestica,violencia_social,,,,,CARIACICA,NOVA ROSA DA PENHA,MASCULINO,PARDA
violencia_domestica,violencia_social,,,15.0,15_17,CARIACICA,VILA MERLO,FEMININO,PARDA
violencia_domestica,violencia_social,,,17.0,15_17,FUNDAO,OUTRO LOCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,17.0,15_17,GUARAPARI,MUQUICABA,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,ARACRUZ,OUTRO LOCAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,ARACRUZ,SEGATO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,23.0,18_24,LINHARES,JUPARANA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,24.0,18_24,COLATINA,SAO MARCOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,GUARAPARI,SANTA MARGARIDA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,SERRA,PARQUE RESIDENCIAL TUBARAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,LINHARES,SANTA CRUZ,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,CARIACICA,PORTO DE SANTANA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,GLORIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,RIO MARINHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,ATAIDE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,32.0,25_34,CARIACICA,PORTO DE SANTANA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,GUARAPARI,SANTA MONICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,VILA VELHA,JARDIM MARILANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,VITORIA,JARDIM CAMBURI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,SERRA,ELDORADO,FEMININO,AMARELA
violencia_domestica,violencia_social,,,36.0,35_44,VILA PAVAO,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,CACHOEIRO DE ITAPEMIRIM,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,ARACRUZ,SEGATO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,38.0,35_44,SERRA,BAIRRO DE FATIMA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,COLATINA,COLATINA VELHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,SAO MATEUS,OUTRO LOCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,SERRA,NOVA ALMEIDA CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,SERRA,PARQUE DAS GAIVOTAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,COLATINA,OUTRO LOCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,SERRA,BARCELONA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,44.0,35_44,BOA ESPERANCA,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,45.0,45_54,SERRA,CASTELANDIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,46.0,45_54,ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,47.0,45_54,BOM JESUS DO NORTE,LOTEAMENTO GRANDE VITORIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,48.0,45_54,SERRA,SERRA DOURADA III,S/I,PARDA
violencia_domestica,violencia_social,,,49.0,45_54,LINHARES,PALMITAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,58.0,55_64,CACHOEIRO DE ITAPEMIRIM,AQUIDABAN,FEMININO,NEGRA
violencia_domestica,violencia_social,,,59.0,55_64,VILA VELHA,BARRAMARES,S/I,PARDA
violencia_domestica,violencia_social,,,63.0,55_64,SERRA,NOVA CARAPINA I,FEMININO,PARDA
violencia_domestica,violencia_social,,,,,MUQUI,SAO DOMINGOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,,,ITAPEMIRIM,ITAOCA,S/I,PARDA
violencia_domestica,violencia_social,,,10.0,0_14,ARACRUZ,VILA RICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,CACHOEIRO DE ITAPEMIRIM,COUTINHO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,19.0,18_24,SERRA,VILA NOVA DE COLARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,CACHOEIRO DE ITAPEMIRIM,BAIMINAS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,19.0,18_24,CONCEICAO DO CASTELO,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,GUARAPARI,PORTAL CLUB,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,NOVA VENECIA,RUBIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,23.0,18_24,VILA VELHA,BARRAMARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,SOORETAMA,OUTRO LOCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,CARIACICA,VILA CAPIXABA,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,ATAIDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,SERRA,CIVIT I,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,COLATINA,MARIA DAS GRACAS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,ECOPORANGA,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,NOVA VENECIA,ALTOE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,MARECHAL FLORIANO,OUTRO LOCAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,COLATINA,OPERARIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,IBATIBA,FLORESTA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VITORIA,JARDIM CAMBURI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,BOM JESUS DO NORTE,LOTEAMENTO GRANDE VITORIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,VITORIA,ITARARE,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,ITARANA,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,CARIACICA,ITANGUA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,SERRA,COLINA DE LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,SAO MATEUS,GURIRI,S/I,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,CARIACICA,SANTA PAULA,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,CARIACICA,ALTO LAGE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,COLATINA,SAO SILVANO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,COLATINA,BELA VISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,COLATINA,COLUMBIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,COLATINA,OPERARIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,CARIACICA,PORTO DE CARIACICA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,42.0,35_44,ITARANA,CENTRO,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,42.0,35_44,CARIACICA,CARIACICA SEDE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,42.0,35_44,JAGUARE,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,42.0,35_44,SERRA,CASTELANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,ARACRUZ,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,VILA VELHA,ILHA DAS FLORES,FEMININO,NEGRA
violencia_domestica,violencia_social,,,46.0,45_54,BOA ESPERANCA,AGUA BOA,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,SERRA,SAO DIOGO I,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,COLATINA,SAO JOAO PEQUENO,FEMININO,PARDA
