fonte_dados,categoria_macro,genero,cor,idade,faixa_etaria,municipio,bairro,sexo,cutis
violencia_domestica,violencia_social,,,50.0,45_54,SERRA,SERRA DOURADA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,51.0,45_54,CARIACICA,CASTELO BRANCO,FEMININO,PARDA
violencia_domestica,violencia_social,,,51.0,45_54,VITORIA,CONQUISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,52.0,45_54,CACHOEIRO DE ITAPEMIRIM,VILA RICA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,55.0,55_64,SANTA LEOPOLDINA,OLARIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,59.0,55_64,CARIACICA,CASTELO BRANCO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,71.0,65_PLUS,SAO ROQUE DO CANAA,SAO DAMACIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,71.0,65_PLUS,GUARAPARI,PRAIA DO MORRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,96.0,65_PLUS,GUARAPARI,PRAIA DO MORRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,,,SAO GABRIEL DA PALHA,JARDIM DE INFANCIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,2.0,0_14,CONCEICAO DO CASTELO,ZONA RURAL,MASCULINO,PARDA
violencia_domestica,violencia_social,,,13.0,0_14,LINHARES,RIO QUARTEL,MASCULINO,PARDA
violencia_domestica,violencia_social,,,16.0,15_17,SAO MATEUS,GURIRI,FEMININO,PARDA
violencia_domestica,violencia_social,,,16.0,15_17,SAO MATEUS,GURIRI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,18.0,18_24,CARIACICA,NOVA ESPERANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,CARIACICA,BOA SORTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,19.0,18_24,ARACRUZ,VILA DO RIACHO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,GUARAPARI,IPIRANGA,MASCULINO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,JERONIMO MONTEIRO,CRISTAL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,21.0,18_24,BAIXO GUANDU,ALTO MUTUM PRETO,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,AFONSO CLAUDIO,OUTRO LOCAL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,23.0,18_24,CARIACICA,PORTO NOVO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,23.0,18_24,SAO MATEUS,ALVORADA,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,SERRA,TAQUARA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,CASTELO,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,SERRA,VILA NOVA DE COLARES,FEMININO,NEGRA
violencia_domestica,violencia_social,,,25.0,25_34,CACHOEIRO DE ITAPEMIRIM,CORONEL BORGES,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,VIANA,CANAA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,VIANA,AREINHA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,SANTA TERESA,ALTO CALDEIRAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,PINHEIROS,VILA VERDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,CARIACICA,VERA CRUZ,FEMININO,NEGRA
violencia_domestica,violencia_social,,,27.0,25_34,SERRA,ANDRE CARLONI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,ARACRUZ,PLANALTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,SAO MATEUS,PEDRA DAGUA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,SAO MATEUS,PEDRA DAGUA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,VITORIA,ILHA DE SANTA MARIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,CASTELO,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,SERRA,TAQUARA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,ARACRUZ,NOVA CONQUISTA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,CACHOEIRO DE ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,CARIACICA,SAO GERALDO II,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,SERRA,TAQUARA II,MASCULINO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,CARIACICA,JARDIM AMERICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,JOAO NEIVA,VILA NOVA DE BAIXO,MASCULINO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,LINHARES,BEBEDOURO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,LINHARES,ARACA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,BREJETUBA,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,LINHARES,BEBEDOURO,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,CASTELO,LIMOEIRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,BOM JESUS DO NORTE,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,BARRA DE SAO FRANCISCO,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,34.0,25_34,CONCEICAO DO CASTELO,ZONA RURAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,34.0,25_34,GUACUI,BALANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,COLATINA,VICENTE SOELA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,SAO MATEUS,GURIRI,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,SANTA MARIA DE JETIBA,ALTO POSS MOUSER,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,VILA VELHA,SANTOS DUMONT,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,VILA VELHA,PRAIA DE ITAPARICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,COLATINA,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,CONCEICAO DO CASTELO,PEDRO RIGO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,SAO MATEUS,AROEIRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,VILA VELHA,PLANALTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,ARACRUZ,VILA DO RIACHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,SERRA,TAQUARA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,ARACRUZ,VILA DO RIACHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,CACHOEIRO DE ITAPEMIRIM,AMARAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,VILA VELHA,JARDIM DO VALE,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,GUARAPARI,MUQUICABA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,ITARANA,BARRA ENCOBERTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,MARATAIZES,LAGOA FUNDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,SERRA,MARIA NIOBE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,43.0,35_44,CARIACICA,NOVA ROSA DA PENHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,SERRA,COLINA DE LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,VITORIA,JARDIM CAMBURI,MASCULINO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,SANTA MARIA DE JETIBA,SAO LUIS,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,LINHARES,NOVA ESPERANCA,MASCULINO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,CARIACICA,VISTA DOURADA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,45.0,45_54,VILA VELHA,ATAIDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,45.0,45_54,LINHARES,RIO QUARTEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,PINHEIROS,SANTO ANTONIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,COLATINA,MOACYR BROTAS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,47.0,45_54,SERRA,TAQUARA II,MASCULINO,PARDA
violencia_domestica,violencia_social,,,48.0,45_54,SAO GABRIEL DA PALHA,JOAO COLOMBI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,49.0,45_54,MUCURICI,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,49.0,45_54,SERRA,SERRA DOURADA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,52.0,45_54,ITAPEMIRIM,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,54.0,45_54,DOMINGOS MARTINS,PEDRA AZUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,COLATINA,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,56.0,55_64,SERRA,SERRA DOURADA I,FEMININO,AMARELA
violencia_domestica,violencia_social,,,57.0,55_64,MARATAIZES,CIDADE NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,59.0,55_64,JOAO NEIVA,VILA NOVA DE BAIXO,FEMININO,PARDA
violencia_domestica,violencia_social,,,59.0,55_64,MARATAIZES,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,60.0,55_64,JERONIMO MONTEIRO,SANTO ANTONIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,61.0,55_64,LINHARES,BNH,FEMININO,BRANCA
violencia_domestica,violencia_social,,,63.0,55_64,IUNA,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,75.0,65_PLUS,LINHARES,LAGOA DO MEIO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,77.0,65_PLUS,COLATINA,AYRTON SENNA,FEMININO,PARDA
violencia_domestica,violencia_social,,,,,ITAPEMIRIM,ITAOCA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,,,SERRA,MORADA DE LARANJEIRAS,S/I,BRANCA
violencia_domestica,violencia_social,,,15.0,15_17,ITAPEMIRIM,OUTRO LOCAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,16.0,15_17,RIO NOVO DO SUL,QUARTEIRAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,17.0,15_17,BARRA DE SAO FRANCISCO,BAIRRO COLINA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,17.0,15_17,ALEGRE,VILA DO SUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,IUNA,GUANABARA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,19.0,18_24,BARRA DE SAO FRANCISCO,PAULISTA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,19.0,18_24,ARACRUZ,BELA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,MARATAIZES,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,SANTA MARIA DE JETIBA,SANTA LUZIA DO RECREIO,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,PINHEIROS,SAO JOAO DO SOBRADO,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,VILA VELHA,ARACAS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,SAO MATEUS,BOM SUCESSO,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,JERONIMO MONTEIRO,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,20.0,18_24,SERRA,NOVO HORIZONTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,VITORIA,JESUS DE NAZARETH,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,CARIACICA,PADRE GABRIEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,GUARAPARI,PORTO GRANDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,SAO GABRIEL DA PALHA,JOAO COLOMBI,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,SERRA,BICANGA,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,GUARAPARI,PORTO GRANDE,MASCULINO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,VILA VELHA,VILA GARRIDO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,25.0,25_34,IUNA,BAIRRO DO PITO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,SAO CONRADO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,PINHEIROS,SANTO ANTONIO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,25.0,25_34,CONCEICAO DA BARRA,ESPERANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,ANCHIETA,CENTRO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,26.0,25_34,SANTA MARIA DE JETIBA,SANTA LUZIA DO RECREIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,CACHOEIRO DE ITAPEMIRIM,BAIMINAS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,GUARAPARI,FATIMA CIDADE JARDIM,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,JAGUARE,OUTRO LOCAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,CASTELO,NOSSA SENHORA APARECIDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,CARIACICA,GRAUNA,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,VILA VELHA,NOVA AMERICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,SERRA,NOVA CARAPINA II,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,VILA VELHA,ITAPOA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,28.0,25_34,MONTANHA,DECAO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,BREJETUBA,SAO JORGE,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,VIANA,NOVA BETHANIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,VITORIA,SANTA LUCIA,S/I,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,SERRA,RESIDENCIAL VISTA DO MESTRE,MASCULINO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,VILA VELHA,BARRAMARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,ANCHIETA,JABAQUARA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,VITORIA,BONFIM,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,ATILIO VIVACQUA,NITEROI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,GUARAPARI,NOSSA SENHORA DA CONCEICAO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,VIANA,NOVA BETHANIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,SERRA,ELDORADO,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,SAO GABRIEL DA PALHA,CACHOEIRA DA ONCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,BARRA DE SAO FRANCISCO,BAIRRO IRMAOS FERNANDES,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,32.0,25_34,CARIACICA,SAO GERALDO,MASCULINO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,LINHARES,PONTAL DO IPIRANGA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,VIANA,VILA BETHANIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,CARIACICA,NOVA ROSA DA PENHA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,33.0,25_34,CACHOEIRO DE ITAPEMIRIM,AGOSTINHO SIMONATO,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,MIMOSO DO SUL,PRATINHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,34.0,25_34,CARIACICA,ITACIBA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,NOVA VENECIA,RUBIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,CARIACICA,SAO GERALDO,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,LINHARES,NOVA ESPERANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,MARATAIZES,PONTAL DA BARRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,ARACRUZ,MAR AZUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,ARACRUZ,MAR AZUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,VITORIA,GOIABEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,VENDA NOVA DO IMIGRANTE,SAO PEDRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,36.0,35_44,JERONIMO MONTEIRO,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,MIMOSO DO SUL,SERRANO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,CACHOEIRO DE ITAPEMIRIM,RECANTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,SANTA MARIA DE JETIBA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,VILA VELHA,BALNEARIO PONTA DA FRUTA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,38.0,35_44,JAGUARE,ABOBORA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,38.0,35_44,SANTA MARIA DE JETIBA,SANTA LUZIA DO RECREIO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,38.0,35_44,SERRA,VILA NOVA DE COLARES,FEMININO,NEGRA
violencia_domestica,violencia_social,,,38.0,35_44,VIANA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,BARRA DE SAO FRANCISCO,BAIRRO COLINA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,39.0,35_44,CARIACICA,PROLAR,FEMININO,NEGRA
violencia_domestica,violencia_social,,,39.0,35_44,GUARAPARI,ZONA RURAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,SAO ROQUE DO CANAA,SAO BENTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,MARATAIZES,JACARANDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,JAGUARE,SAO ROQUE,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,CARIACICA,JARDIM AMERICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,VILA VELHA,RESIDENCIAL JABAETE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,45.0,45_54,VILA VELHA,CENTRO VILA VELHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,45.0,45_54,CARIACICA,OPERARIO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,ARACRUZ,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,ITAGUACU,OTTO LUIZ HOFFMAN,FEMININO,NEGRA
violencia_domestica,violencia_social,,,46.0,45_54,ALEGRE,VILA DO SUL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,48.0,45_54,PIUMA,NITEROI,FEMININO,PARDA
violencia_domestica,violencia_social,,,48.0,45_54,LINHARES,ARACA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,50.0,45_54,COLATINA,ZONA RURAL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,53.0,45_54,GUACUI,SAO PEDRO DE RATES,S/I,BRANCA
violencia_domestica,violencia_social,,,55.0,55_64,SAO MATEUS,RESIDENCIAL PARQUE WASHIGTON,FEMININO,PARDA
violencia_domestica,violencia_social,,,55.0,55_64,VILA VELHA,SAO TORQUATO,FEMININO,PARDA
violencia_domestica,violencia_social,,,55.0,55_64,SAO MATEUS,AVIACAO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,56.0,55_64,MARATAIZES,JACARANDA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,56.0,55_64,CACHOEIRO DE ITAPEMIRIM,SOTURNO,FEMININO,PARDA
violencia_domestica,violencia_social,,,58.0,55_64,COLATINA,SANTA TEREZINHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,60.0,55_64,ECOPORANGA,OUTRO LOCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,64.0,55_64,BAIXO GUANDU,SAO VICENTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,68.0,65_PLUS,SANTA MARIA DE JETIBA,SAO LUIS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,76.0,65_PLUS,BAIXO GUANDU,SAO VICENTE,MASCULINO,PARDA
violencia_domestica,violencia_social,,,4.0,0_14,JERONIMO MONTEIRO,CENTRO,MASCULINO,PARDA
violencia_domestica,violencia_social,,,12.0,0_14,JERONIMO MONTEIRO,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,14.0,0_14,SERRA,BAIRRO DAS LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,14.0,0_14,ARACRUZ,FATIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,14.0,0_14,NOVA VENECIA,RUBIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,16.0,15_17,VITORIA,DA PENHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,16.0,15_17,COLATINA,ZONA RURAL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,18.0,18_24,IUNA,PITO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,18.0,18_24,ALEGRE,PRAINHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,19.0,18_24,BARRA DE SAO FRANCISCO,BAIRRO VILA GONCALVES,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,VILA VELHA,NOSSA SENHORA DA PENHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,19.0,18_24,BARRA DE SAO FRANCISCO,BAIRRO VILA GONCALVES,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,CARIACICA,SANTA BARBARA,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,CACHOEIRO DE ITAPEMIRIM,VALAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,VIANA,MARCILIO DE NORONHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,CARIACICA,JARDIM CAMPO GRANDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,SERRA,NOVO HORIZONTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,22.0,18_24,ARACRUZ,FATIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,MARATAIZES,ILMENITA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,22.0,18_24,COLATINA,SAO PEDRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,CACHOEIRO DE ITAPEMIRIM,BOA VISTA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,25.0,25_34,SERRA,OURIMAR,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,DORES DO RIO PRETO,PATRIMONIO MUNDO NOVO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,PONTO BELO,ITAMIRA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,26.0,25_34,VITORIA,GOIABEIRAS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,SAO MATEUS,GURIRI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,VILA PAVAO,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,VITORIA,GRANDE VITORIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,27.0,25_34,ARACRUZ,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,CASTELO,SAO MIGUEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,MARATAIZES,BARRA DE ITAPEMIRIM,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,GUARAPARI,KUBITSCHEK,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,PIUMA,NITEROI,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,PIUMA,NITEROI,S/I,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,VILA VELHA,CENTRO VILA VELHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,PANCAS,OPERARIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,SERRA,NOVO HORIZONTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,CASTELO,NITEROI,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,CARIACICA,VISTA MAR,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,RIO MARINHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,SERRA,SAO JOAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,CARIACICA,ITACIBA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,33.0,25_34,LINHARES,PLANALTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,VITORIA,JARDIM CAMBURI,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,LINHARES,PLANALTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,SERRA,SAO GERALDO,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,SERRA,SAO DIOGO I,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,SERRA,ENSEADA DE JACARAIPE,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,SAO MATEUS,LITORANEO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,34.0,25_34,VILA VELHA,MORADA DA BARRA,FEMININO,PARDA
