data_fato,hora_fato,tipo_boletim,tipo_envolvimento,idade,sexo,cutis,cod_incidente,grupo_incidente,tipo_incidente,uf,municipio,bairro,tipo_local,fonte_dados,categoria_macro,ano,mes,mes_nome,data_mes,dia_da_semana_num,dia_da_semana,fim_de_semana,hora_num,periodo_dia,faixa_etaria
2025-02-10,Indeterminada,BU,VITIMA,38.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SERRA,CIDADE CONTINENTAL,OUTRO LOCAL,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,,35_44
2025-02-10,22:30:00,BU,VITIMA,38.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,ILHA DO BOI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,22.0,NOITE,35_44
2025-02-10,14:14:00,BU,VITIMA,38.0,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,COLATINA,HONORIO FRAGA,AMBIENTE WEB,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,14.0,TARDE,35_44
2025-02-10,Indeterminada,BU,VITIMA,39.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,LINHARES,SANTA CRUZ,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,,35_44
2025-02-10,18:58:00,BABU,VITIMA,39.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ITAPEMIRIM,ITAIPAVA,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,18.0,NOITE,35_44
2025-02-10,10:00:00,BU,VITIMA,39.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,VITORIA,JARDIM DA PENHA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,10.0,MANHA,35_44
2025-02-10,20:30:00,BU,VITIMA,40.0,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,COLATINA,FAZENDA VITALI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,20.0,NOITE,35_44
2025-02-10,22:10:00,BABU,VITIMA,41.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,AFONSO CLAUDIO,VARGEM GRANDE,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,22.0,NOITE,35_44
2025-02-10,07:22:00,BABU,VITIMA,42.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,COLATINA,MARTINELI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,7.0,MANHA,35_44
2025-02-10,15:30:00,BU,VITIMA,42.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,IUNA,GUANABARA,AMBIENTE WEB,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,15.0,TARDE,35_44
2025-02-10,22:05:00,BABU,VITIMA,43.0,MASCULINO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BREJETUBA,SERTAOZINHO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,22.0,NOITE,35_44
2025-02-10,23:00:00,BU,VITIMA,43.0,FEMININO,NEGRA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,NOVO HORIZONTE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,23.0,NOITE,35_44
2025-02-10,16:30:00,BU,VITIMA,43.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,CACHOEIRO DE ITAPEMIRIM,BAIMINAS,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,16.0,TARDE,35_44
2025-02-10,Indeterminada,BU,VITIMA,43.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO MATEUS,SERNAMBY,COMÉRCIO,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,,35_44
2025-02-10,10:00:00,BU,VITIMA,48.0,FEMININO,PARDA,A11D,CRIMES CONTRA A PESSOA,"CRIMES CONTRA A PESSOA: CALÚNIA, DIFAMAÇÃO E INJÚRIA: CONTRA MULHER - LEI MARIA PENHA",ES,SERRA,LAGOA DE CARAPEBUS,COMÉRCIO,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,10.0,MANHA,45_54
2025-02-10,01:34:00,BABU,VITIMA,49.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,1.0,MADRUGADA,45_54
2025-02-10,14:00:00,BU,VITIMA,49.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CASTELO,GARAGE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,14.0,TARDE,45_54
2025-02-10,Indeterminada,BU,VITIMA,50.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,DOMINGOS MARTINS,CENTRO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,,45_54
2025-02-10,07:51:00,BABU,VITIMA,51.0,FEMININO,NEGRA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,BOM JESUS DO NORTE,ZONA RURAL,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,7.0,MANHA,45_54
2025-02-10,09:50:00,BU,VITIMA,55.0,FEMININO,PARDA,A11D,CRIMES CONTRA A PESSOA,"CRIMES CONTRA A PESSOA: CALÚNIA, DIFAMAÇÃO E INJÚRIA: CONTRA MULHER - LEI MARIA PENHA",ES,BAIXO GUANDU,VILA KENNEDY,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,9.0,MANHA,55_64
2025-02-10,10:00:00,BU,VITIMA,55.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,ANDRE CARLONI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,10.0,MANHA,55_64
2025-02-10,20:20:00,BABU,VITIMA,56.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,NOVA VENECIA,OUTRO LOCAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,20.0,NOITE,55_64
2025-02-10,20:07:00,BABU,VITIMA,56.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO MATEUS,URUSSUQUARA,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,20.0,NOITE,55_64
2025-02-10,20:10:00,BU,VITIMA,57.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,DIVINO ESPIRITO SANTO,OUTRO LOCAL,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,20.0,NOITE,55_64
2025-02-10,15:00:00,BU,VITIMA,57.0,FEMININO,NEGRA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,CACHOEIRO DE ITAPEMIRIM,CAICARA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,15.0,TARDE,55_64
2025-02-10,14:00:00,BU,VITIMA,58.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,CARIACICA,CAMPO GRANDE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,14.0,TARDE,55_64
2025-02-10,Indeterminada,BU,VITIMA,59.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,LINHARES,RIO QUARTEL,OUTRO LOCAL,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,,55_64
2025-02-10,09:02:00,BABU,VITIMA,67.0,S/I,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,GOVERNADOR LINDENBERG,NOVO BRASIL,REPARTICAO PUBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,9.0,MANHA,65_PLUS
2025-02-10,16:00:00,BU,VITIMA,70.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SERRA,NOVA CARAPINA II,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,16.0,TARDE,65_PLUS
2025-02-10,14:24:00,BABU,VITIMA,72.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SERRA,FEU ROSA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,14.0,TARDE,65_PLUS
2025-02-11,06:09:00,BABU,VITIMA,,S/I,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ALTO RIO NOVO,SANTA BARBARA II,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,6.0,MANHA,
2025-02-11,14:24:00,BABU,VITIMA,,FEMININO,INDETERMINADA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,LINHARES,AVISO,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,14.0,TARDE,
2025-02-11,00:00:00,BU,VITIMA,17.0,FEMININO,NEGRA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,JOAO GOULART,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,0.0,MADRUGADA,15_17
2025-02-11,21:17:00,BABU,VITIMA,17.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,AFONSO CLAUDIO,SAO VICENTE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,21.0,NOITE,15_17
2025-02-11,Indeterminada,BU,VITIMA,17.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,JERONIMO MONTEIRO,ZONA RURAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,15_17
2025-02-11,04:00:00,BU,VITIMA,18.0,FEMININO,PARDA,B05A,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: DANOS: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,JESUS DE NAZARETH,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,4.0,MADRUGADA,18_24
2025-02-11,12:17:00,BABU,VITIMA,20.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,LINHARES,AVISO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,12.0,TARDE,18_24
2025-02-11,19:30:00,BU,VITIMA,20.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,MARIA ORTIZ,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,19.0,NOITE,18_24
2025-02-11,Indeterminada,BU,VITIMA,22.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,VITORIA,ITARARE,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,18_24
2025-02-11,19:17:00,BABU,VITIMA,23.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO MATEUS,LITORANEO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,19.0,NOITE,18_24
2025-02-11,17:30:00,BU,VITIMA,25.0,FEMININO,PARDA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,GURIGICA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,17.0,TARDE,25_34
2025-02-11,Indeterminada,BU,VITIMA,26.0,FEMININO,PARDA,H07A,CONTRAVENÇÕES,CONTRAVENÇÕES: PERTURBAÇÃO DA TRANQUILIDADE: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,CARIACICA SEDE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,25_34
2025-02-11,11:24:00,BU,VITIMA,27.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ARACRUZ,CENTRO,OUTRO LOCAL,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,11.0,MANHA,25_34
2025-02-11,18:15:00,BU,VITIMA,27.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ARACRUZ,BARRA DO SAHY,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,18.0,NOITE,25_34
2025-02-11,19:58:00,BABU,VITIMA,27.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,VITORIA,DA PENHA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,19.0,NOITE,25_34
2025-02-11,08:07:00,BABU,VITIMA,28.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO MATEUS,VITORIA,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,8.0,MANHA,25_34
2025-02-11,Indeterminada,BU,VITIMA,28.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ARACRUZ,PRAIA SAUE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,25_34
2025-02-11,21:00:00,BU,VITIMA,28.0,FEMININO,NEGRA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,GUACUI,CID MOREIRA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,21.0,NOITE,25_34
2025-02-11,19:30:00,BU,VITIMA,28.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BARRA DE SAO FRANCISCO,BAIRRO CAMPO NOVO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,19.0,NOITE,25_34
2025-02-11,00:21:00,BABU,VITIMA,29.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,SAO FRANCISCO DE ASSIS,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,0.0,MADRUGADA,25_34
2025-02-11,12:40:00,BU,VITIMA,29.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,SAO DOMINGOS DO NORTE,NITEROI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,12.0,TARDE,25_34
2025-02-11,17:28:09,BABU,VITIMA,30.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,BARRA DE SAO FRANCISCO,BAIRRO VILA LUCIENE,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,17.0,TARDE,25_34
2025-02-11,Indeterminada,BU,VITIMA,30.0,MASCULINO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ARACRUZ,PRAIA SAUE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,25_34
2025-02-11,23:20:00,BU,VITIMA,30.0,FEMININO,PARDA,Z32,OCORRÊNCIAS DIVERSAS/ASSISTÊNCIAIS,OCORRÊNCIAS DIVERSAS/ASSISTÊNCIAIS: NOS TERMOS DA LEI MARIA PENHA,ES,SERRA,CARAPINA GRANDE,AMBIENTE WEB,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,23.0,NOITE,25_34
2025-02-11,Indeterminada,BU,VITIMA,30.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,GUARAPARI,IPIRANGA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,25_34
2025-02-11,14:00:00,BU,VITIMA,30.0,FEMININO,NEGRA,Z32,OCORRÊNCIAS DIVERSAS/ASSISTÊNCIAIS,OCORRÊNCIAS DIVERSAS/ASSISTÊNCIAIS: NOS TERMOS DA LEI MARIA PENHA,ES,SERRA,SERRA DOURADA II,AMBIENTE WEB,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,14.0,TARDE,25_34
2025-02-11,12:12:00,BABU,VITIMA,32.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,VITORIA,JOANA DARC,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,12.0,TARDE,25_34
2025-02-11,21:00:00,BU,VITIMA,32.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,VITORIA,MARIA ORTIZ,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,21.0,NOITE,25_34
2025-02-11,Indeterminada,BU,VITIMA,33.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,GUARAPARI,PRAIA DO MORRO,COMÉRCIO,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,25_34
2025-02-11,18:00:00,BU,VITIMA,34.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,RESIDENCIAL CENTRO DA SERRA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,18.0,NOITE,25_34
2025-02-11,11:24:00,BABU,VITIMA,35.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,IBATIBA,NOVO HORIZONTE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,11.0,MANHA,35_44
2025-02-11,11:11:00,BU,VITIMA,35.0,FEMININO,PARDA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,SERRA,JARDIM LIMOEIRO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,11.0,MANHA,35_44
2025-02-11,Indeterminada,BU,VITIMA,38.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,JAGUARE,JIRAU,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,35_44
2025-02-11,18:00:00,BU,VITIMA,38.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CARIACICA,NOVA ROSA DA PENHA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,18.0,NOITE,35_44
2025-02-11,23:22:00,BABU,VITIMA,39.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,PIUMA,NOVA ESPERANCA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,23.0,NOITE,35_44
2025-02-11,18:30:00,BU,VITIMA,40.0,FEMININO,BRANCA,A07F,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,NOVA CARAPINA I,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,18.0,NOITE,35_44
2025-02-11,17:30:00,BU,VITIMA,40.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO ROQUE DO CANAA,CINCO CASINHAS,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,17.0,TARDE,35_44
2025-02-11,10:20:00,BABU,VITIMA,41.0,FEMININO,BRANCA,A07F,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: CONTRA MULHER - LEI MARIA PENHA,ES,COLATINA,CENTRO,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,10.0,MANHA,35_44
2025-02-11,11:00:00,BU,VITIMA,41.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CARIACICA,CAMPO VERDE,OUTRO LOCAL,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,11.0,MANHA,35_44
2025-02-11,Indeterminada,BU,VITIMA,41.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO MATEUS,GURIRI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,,35_44
2025-02-11,08:10:00,BABU,VITIMA,42.0,FEMININO,INDETERMINADA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,GUARAPARI,PRAIA DO MORRO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,8.0,MANHA,35_44
2025-02-11,00:30:00,BU,VITIMA,42.0,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,JARDIM DA PENHA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,0.0,MADRUGADA,35_44
