_id,DATA DO FATO,HORA DO FATO,TIPO DE BOLETIM,TIPO DE ENVOLVIMENTO,IDADE,SEXO,CÚTIS,CÓD. INCIDENTE,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,TIPO DE LOCAL
1,2025-01-01T00:00:00,05:30:00,BU,VITIMA,S/I,S/I,BRANCA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,RESIDÊNCIA
2,2025-01-01T00:00:00,05:30:00,BU,VITIMA,S/I,S/I,BRANCA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,RESIDÊNCIA
3,2025-01-01T00:00:00,05:30:00,BU,VITIMA,S/I,S/I,PARDA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,RESIDÊNCIA
4,2025-01-01T00:00:00,19:20:00,BABU,VITIMA,S/I,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO ROQUE DO CANAA,FRANCISCO TOREZANI,RESIDÊNCIA
5,2025-01-01T00:00:00,00:49:00,BABU,VITIMA,12,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,MARATAIZES,CENTRO,VIA PÚBLICA
6,2025-01-01T00:00:00,18:12:00,BABU,VITIMA,14,MASCULINO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BAIXO GUANDU,ROSARIO II,RESIDÊNCIA
7,2025-01-01T00:00:00,19:16:00,BABU,VITIMA,14,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO MATEUS,LITORANEO,VIA PÚBLICA
8,2025-01-01T00:00:00,22:19:00,BABU,VITIMA,15,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,MARATAIZES,CIDADE NOVA,REPARTICAO PUBLICA
9,2025-01-01T00:00:00,12:07:00,BABU,VITIMA,16,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO ROQUE DO CANAA,OUTRO LOCAL,VIA PÚBLICA
10,2025-01-01T00:00:00,13:45:00,BABU,VITIMA,17,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SERRA,FEU ROSA,RESIDÊNCIA
11,2025-01-01T00:00:00,15:39:00,BABU,VITIMA,18,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,MARATAIZES,CIDADE NOVA,RESIDÊNCIA
12,2025-01-01T00:00:00,21:04:00,BABU,VITIMA,18,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SANTA LEOPOLDINA,CENTRO,RESIDÊNCIA
13,2025-01-01T00:00:00,02:00:00,BU,VITIMA,18,FEMININO,BRANCA,A07F,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VALERIO,ZONA RURAL,RESIDÊNCIA
14,2025-01-01T00:00:00,15:39:00,BABU,VITIMA,19,MASCULINO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,MARATAIZES,CIDADE NOVA,RESIDÊNCIA
15,2025-01-01T00:00:00,03:20:00,BU,VITIMA,19,FEMININO,NEGRA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,ATAIDE,RESIDÊNCIA
16,2025-01-01T00:00:00,05:38:00,BABU,VITIMA,20,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO JOSE DO CALCADO,CENTRO,RESIDÊNCIA
17,2025-01-01T00:00:00,07:25:00,BABU,VITIMA,20,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,RESIDÊNCIA
18,2025-01-01T00:00:00,01:05:00,BABU,VITIMA,21,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,FUNDAO,ZONA RURAL,RESIDÊNCIA
19,2025-01-01T00:00:00,00:00:00,BU,VITIMA,21,S/I,INDETERMINADA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,BARRA DE SAO FRANCISCO,JABUTICABA,RESIDÊNCIA
20,2025-01-01T00:00:00,18:00:00,BU,VITIMA,21,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,SERRA,CARAPINA GRANDE,RESIDÊNCIA
21,2025-01-01T00:00:00,Indeterminada,BU,VITIMA,22,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,JOAO NEIVA,OUTRO LOCAL,RESIDÊNCIA
22,2025-01-01T00:00:00,23:02:00,BABU,VITIMA,22,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,COLATINA,COLATINA VELHA,VIA PÚBLICA
23,2025-01-01T00:00:00,Indeterminada,BU,VITIMA,22,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,GUARAPARI,ADALBERTO SIMAO NADER,RESIDÊNCIA
24,2025-01-01T00:00:00,20:00:00,BU,VITIMA,22,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VENDA NOVA DO IMIGRANTE,OUTRO LOCAL,RESIDÊNCIA
25,2025-01-01T00:00:00,16:30:00,BU,VITIMA,22,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BAIXO GUANDU,SAO PEDRO,RESIDÊNCIA
26,2025-01-01T00:00:00,04:42:00,BABU,VITIMA,23,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,MARECHAL FLORIANO,CENTRO,VIA PÚBLICA
27,2025-01-01T00:00:00,06:00:00,BU,VITIMA,23,FEMININO,NEGRA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,DIVINO ESPIRITO SANTO,RESIDÊNCIA
28,2025-01-01T00:00:00,13:48:00,BABU,VITIMA,24,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CARIACICA,CARIACICA SEDE,VIA PÚBLICA
29,2025-01-01T00:00:00,20:49:00,BABU,VITIMA,24,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CARIACICA,PRESIDENTE MEDICE,RESIDÊNCIA
30,2025-01-01T00:00:00,19:15:00,BABU,VITIMA,24,MASCULINO,INDETERMINADA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,GUARAPARI,PRAIA DO MORRO,VIA PÚBLICA
31,2025-01-01T00:00:00,10:00:00,BU,VITIMA,24,FEMININO,PARDA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,VILA VELHA,ALVORADA,RESIDÊNCIA
32,2025-01-01T00:00:00,01:06:00,BABU,VITIMA,25,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,RESIDÊNCIA
33,2025-01-01T00:00:00,17:33:00,BABU,VITIMA,25,FEMININO,INDETERMINADA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BOA ESPERANCA,NOVA CIDADE,REPARTICAO PUBLICA
34,2025-01-01T00:00:00,00:01:00,BU,VITIMA,26,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,VILA VELHA,ATAIDE,VIA PÚBLICA
35,2025-01-01T00:00:00,10:32:00,BABU,VITIMA,26,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ARACRUZ,JACUPEMBA,RESIDÊNCIA
36,2025-01-01T00:00:00,17:04:00,BABU,VITIMA,26,MASCULINO,NEGRA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,MUNIZ FREIRE,CENTRO,RESIDÊNCIA
37,2025-01-01T00:00:00,19:00:00,BU,VITIMA,26,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VIANA,ARLINDO ANGELO VILLASCHI,RESIDÊNCIA
38,2025-01-01T00:00:00,21:20:00,BU,VITIMA,26,FEMININO,PARDA,H01B,CONTRAVENÇÕES,CONTRAVENÇÕES: VIAS DE FATO: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,BARCELONA,RESIDÊNCIA
39,2025-01-01T00:00:00,23:30:00,BU,VITIMA,26,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,NOSSA SENHORA DA CONCEICAO,RESIDÊNCIA
40,2025-01-01T00:00:00,01:00:00,BU,VITIMA,26,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,BAIXO GUANDU,OUTRO LOCAL,AMBIENTE WEB
41,2025-01-01T00:00:00,18:51:00,BABU,VITIMA,28,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,IUNA,CENTRO,HOSPITAL
42,2025-01-01T00:00:00,Indeterminada,BU,VITIMA,28,FEMININO,NEGRA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,SANTANA,RESIDÊNCIA
43,2025-01-01T00:00:00,00:19:00,BABU,VITIMA,29,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,ZUMBI,RESIDÊNCIA
44,2025-01-01T00:00:00,03:00:00,BU,VITIMA,29,FEMININO,PARDA,A02B1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: TENTATIVA DE HOMICÍDIO: POR ARMA BRANCA: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,SOTECO,RESIDÊNCIA
45,2025-01-01T00:00:00,06:30:00,BU,VITIMA,29,FEMININO,PARDA,A07F,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,MARIA ORTIZ,RESIDÊNCIA
46,2025-01-01T00:00:00,03:30:00,BU,VITIMA,29,FEMININO,AMARELA,A07F,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,PORTO NOVO,VIA PÚBLICA
47,2025-01-01T00:00:00,05:18:00,BABU,VITIMA,30,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,COLATINA,SAO SILVANO,RESIDÊNCIA
48,2025-01-01T00:00:00,08:03:00,BABU,VITIMA,30,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,COLATINA,VICENTE SOELA,RESIDÊNCIA
49,2025-01-01T00:00:00,11:20:00,BABU,VITIMA,30,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ANCHIETA,PRAIA DE GUANABARA,RESIDÊNCIA
50,2025-01-01T00:00:00,12:50:00,BU,VITIMA,30,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,SAO PEDRO,RESIDÊNCIA
51,2025-01-01T00:00:00,00:27:00,BABU,VITIMA,31,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ECOPORANGA,CENTRO,VIA PÚBLICA
52,2025-01-01T00:00:00,16:33:00,BABU,VITIMA,31,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BARRA DE SAO FRANCISCO,ZONA RURAL,RESIDÊNCIA
53,2025-01-01T00:00:00,05:52:00,BU,VITIMA,31,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ALFREDO CHAVES,IBITIRUI,AMBIENTE WEB
54,2025-01-01T00:00:00,23:47:00,BABU,VITIMA,32,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ANCHIETA,IRIRI,RESIDÊNCIA
55,2025-01-01T00:00:00,Indeterminada,BU,VITIMA,32,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,LINHARES,INTERLAGOS,RESIDÊNCIA
56,2025-01-01T00:00:00,Indeterminada,BU,VITIMA,32,FEMININO,PARDA,C07A,CRIMES CONTRA DIGNIDADE  SEXUAL,CRIMES CONTRA DIGNIDADE  SEXUAL: ESTUPRO: CONTRA MULHER - LEI MARIA PENHA,ES,ANCHIETA,OUTRO LOCAL,RESIDÊNCIA
57,2025-01-01T00:00:00,01:37:00,BABU,VITIMA,33,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,JAGUARE,ZONA RURAL,VIA PÚBLICA
58,2025-01-01T00:00:00,18:47:00,BABU,VITIMA,33,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SANTA MARIA DE JETIBA,CENTRO,RESIDÊNCIA
59,2025-01-01T00:00:00,20:00:00,BU,VITIMA,33,FEMININO,NEGRA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,EXPEDITO,RESIDÊNCIA
60,2025-01-01T00:00:00,13:30:00,BU,VITIMA,33,FEMININO,INDIGENA,C07A,CRIMES CONTRA DIGNIDADE  SEXUAL,CRIMES CONTRA DIGNIDADE  SEXUAL: ESTUPRO: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,MANGUINHOS,VEÍCULO
61,2025-01-01T00:00:00,00:40:00,BABU,VITIMA,34,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,VIA PÚBLICA
62,2025-01-01T00:00:00,08:40:00,BABU,VITIMA,34,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,RESIDÊNCIA
63,2025-01-01T00:00:00,12:00:00,BU,VITIMA,34,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,BREJETUBA,VARGEM GRANDE,OUTRO LOCAL
64,2025-01-01T00:00:00,22:11:00,BABU,VITIMA,35,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BOM JESUS DO NORTE,LOTEAMENTO GRANDE VITORIA,RESIDÊNCIA
65,2025-01-01T00:00:00,16:50:00,BU,VITIMA,35,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,COLATINA,VILA REAL,RESIDÊNCIA
66,2025-01-01T00:00:00,07:10:00,BABU,VITIMA,36,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,COLATINA,FRANCISCO SIMONASSI,RESIDÊNCIA
67,2025-01-01T00:00:00,14:38:00,BABU,VITIMA,36,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,PIUMA,UNIAO,RESIDÊNCIA
68,2025-01-01T00:00:00,18:12:00,BABU,VITIMA,36,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BAIXO GUANDU,ROSARIO II,RESIDÊNCIA
69,2025-01-01T00:00:00,20:14:00,BABU,VITIMA,36,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO MATEUS,SANTO ANTONIO,RESIDÊNCIA
70,2025-01-01T00:00:00,14:30:00,BU,VITIMA,36,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SERRA,SAO PATRICIO,RESIDÊNCIA
71,2025-01-01T00:00:00,18:30:00,BU,VITIMA,36,FEMININO,PARDA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,CIDADE CONTINENTAL,RESIDÊNCIA
72,2025-01-01T00:00:00,20:23:00,BU,VITIMA,36,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,SERRA,ANDRE CARLONI,AMBIENTE WEB
73,2025-01-01T00:00:00,00:00:00,BU,VITIMA,37,FEMININO,BRANCA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,SAO FRANCISCO,RESIDÊNCIA
74,2025-01-01T00:00:00,03:30:00,BU,VITIMA,37,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ANCHIETA,CENTRO,VIA PÚBLICA
75,2025-01-01T00:00:00,13:30:00,BABU,VITIMA,37,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,DOMINGOS MARTINS,ARACE,RESIDÊNCIA
76,2025-01-01T00:00:00,13:40:00,BU,VITIMA,37,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,PRAIA DE ITAPARICA,AMBIENTE WEB
77,2025-01-01T00:00:00,21:00:00,BU,VITIMA,37,FEMININO,BRANCA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,JARDIM TROPICAL,RESIDÊNCIA
78,2025-01-01T00:00:00,12:14:00,BABU,VITIMA,38,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ARACRUZ,VILA NOVA,RESIDÊNCIA
79,2025-01-01T00:00:00,17:09:00,BABU,VITIMA,38,FEMININO,INDETERMINADA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,GUACUI,SAO PEDRO DE RATES,RESIDÊNCIA
80,2025-01-01T00:00:00,12:07:00,BABU,VITIMA,39,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO ROQUE DO CANAA,OUTRO LOCAL,VIA PÚBLICA
81,2025-01-01T00:00:00,17:04:00,BABU,VITIMA,39,FEMININO,PARDA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,MUNIZ FREIRE,CENTRO,RESIDÊNCIA
82,2025-01-01T00:00:00,21:00:00,BABU,VITIMA,39,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CASTELO,VILA BARBOSA,RESIDÊNCIA
83,2025-01-01T00:00:00,19:30:00,BU,VITIMA,39,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,ITAPEMIRIM,ZONA RURAL,RESIDÊNCIA
84,2025-01-01T00:00:00,Indeterminada,BU,VITIMA,39,FEMININO,INDETERMINADA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,SAO MATEUS,BOM SUCESSO,RESIDÊNCIA
85,2025-01-01T00:00:00,07:13:00,BABU,VITIMA,40,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,COLATINA,CARLOS GERMANO NAUMANN,RESIDÊNCIA
86,2025-01-01T00:00:00,00:00:00,BU,VITIMA,40,FEMININO,PARDA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,SERRA,TAQUARA II,RESIDÊNCIA
87,2025-01-01T00:00:00,01:30:00,BU,VITIMA,42,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,TAQUARA II,VIA PÚBLICA
88,2025-01-01T00:00:00,22:39:00,BABU,VITIMA,42,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,DOMINGOS MARTINS,ARACE,RESIDÊNCIA
89,2025-01-01T00:00:00,15:00:00,BU,VITIMA,42,S/I,PARDA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,VILA VELHA,BARRAMARES,RESIDÊNCIA
90,2025-01-01T00:00:00,17:00:00,BU,VITIMA,43,FEMININO,PARDA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,NOVA ROSA DA PENHA,VIA PÚBLICA
91,2025-01-01T00:00:00,Indeterminada,BU,VITIMA,43,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ARACRUZ,VILA RICA,RESIDÊNCIA
92,2025-01-01T00:00:00,Indeterminada,BU,VITIMA,43,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CARIACICA,NOVA ROSA DA PENHA,RESIDÊNCIA
93,2025-01-01T00:00:00,22:41:00,BABU,VITIMA,44,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,COLATINA,PADRE JOSE DE ANCHIETA,RESIDÊNCIA
94,2025-01-01T00:00:00,19:15:00,BABU,VITIMA,45,FEMININO,INDETERMINADA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,GUARAPARI,PRAIA DO MORRO,VIA PÚBLICA
95,2025-01-01T00:00:00,22:40:00,BU,VITIMA,45,FEMININO,PARDA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,NOVA VENECIA,OUTRO LOCAL,RESIDÊNCIA
96,2025-01-01T00:00:00,23:34:00,BABU,VITIMA,46,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,VITORIA,FORTE SAO JOAO,HOSPITAL
97,2025-01-01T00:00:00,23:30:00,BU,VITIMA,46,FEMININO,PARDA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,ALZIRA RAMOS,RESIDÊNCIA
98,2025-01-01T00:00:00,13:50:00,BU,VITIMA,46,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,ALZIRA RAMOS,RESIDÊNCIA
