_id,Nº OCORRÊNCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL
310,57073480,2025-01-29T00:00:00,23:05:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,BOA SORTE,S/I,AMBIENTE WEB
311,57078717,2025-01-29T00:00:00,13:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,ELDORADO,RUA RIO MARINHO,AMBIENTE WEB
312,57079148,2025-01-29T00:00:00,09:39:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,CAMPO GRANDE,S/I,OUTRO LOCAL
313,57090201,2025-01-29T00:00:00,12:06:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SANTA BARBARA,RUA ADÉLIA SÁ RODRIGUES,AMBIENTE WEB
314,57103572,2025-01-29T00:00:00,16:32:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SAO CONRADO,RUA ARARAS,AMBIENTE WEB
315,57117619,2025-01-29T00:00:00,12:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,CRUZEIRO DO SUL,RUA SÃO SEBASTIÃO,AMBIENTE WEB
316,57140547,2025-01-29T00:00:00,14:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SAO FRANCISCO,S/I,AMBIENTE WEB
317,57201567,2025-01-29T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SANTA BARBARA,RUA SERGIPE,AMBIENTE WEB
318,57608481,2025-01-29T00:00:00,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,AGUA DOCE DO NORTE,ZONA RURAL,S/I,OUTRO LOCAL
319,57058830,2025-01-30T00:00:00,09:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ARACRUZ,COQUEIRAL,SITE MAGALU,AMBIENTE WEB
320,57062170,2025-01-30T00:00:00,15:10:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CASTELO,SANTO ANDREZINHO,RUA LIDIO MACHADO,COMÉRCIO
321,57064287,2025-01-30T00:00:00,18:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,OUTRO LOCAL,S/I,OUTRO LOCAL
322,57065257,2025-01-30T00:00:00,05:10:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,PLANALTO SERRANO,RUA VISTA DA SERRA,OUTRO LOCAL
323,57065404,2025-01-30T00:00:00,20:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,VISTA DA SERRA I,AVENIDA,RESIDÊNCIA
324,57069521,2025-01-30T00:00:00,09:40:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,ALVORADA,S/I,AMBIENTE WEB
325,57069952,2025-01-30T00:00:00,21:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,PAUL,RUA BERNARDINO MONTEIRO,AMBIENTE WEB
326,57071606,2025-01-30T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,VILA NOVA DE COLARES,RUA VISCONDE DE PIRAJA,AMBIENTE WEB
327,57073487,2025-01-30T00:00:00,08:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,JARDIM AMERICA,RUA COSTA RICA,AMBIENTE WEB
328,57106677,2025-01-30T00:00:00,10:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,NOVO HORIZONTE,ALFA,AMBIENTE WEB
329,57071864,2025-01-31T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SANTA LEOPOLDINA,RETIRO,ZONA RURAL,AMBIENTE WEB
330,57073017,2025-01-31T00:00:00,11:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,ALTO LAGE,RUA PEDRO ALVARES CABRAL,AGÊNCIA BANCÁRIA
331,57075169,2025-01-31T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ARACRUZ,OUTRO LOCAL,S/I,AMBIENTE WEB
332,57078681,2025-01-31T00:00:00,09:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,OUTRO LOCAL,"RUA PINHO, COLINA DE LARANJEIRAS",OUTRO LOCAL
333,57079365,2025-01-31T00:00:00,09:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,CENTRO,S/I,AMBIENTE WEB
334,57079370,2025-01-31T00:00:00,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,VILA NOVA,PRAÇA IZIDORO BINDA,COMÉRCIO
335,57079637,2025-01-31T00:00:00,15:15:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,OUTRO LOCAL,S/I,CONSULTORIO
336,57084262,2025-01-31T00:00:00,15:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,OUTRO LOCAL,S/I,AMBIENTE WEB
337,57090951,2025-01-31T00:00:00,12:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,CENTRO,BAIRRO,OUTRO LOCAL
338,57099662,2025-01-31T00:00:00,12:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RUA DYONISIO ABAURRE,AMBIENTE WEB
339,57100796,2025-01-31T00:00:00,21:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,RIO MARINHO,RUA SANTA JULIA,AMBIENTE WEB
340,57123323,2025-01-31T00:00:00,12:49:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,SAO MARCOS,CASA,OUTRO LOCAL
341,57132320,2025-01-31T00:00:00,09:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,VILA NOVA DE COLARES,RUA,AMBIENTE WEB
342,57169694,2025-01-31T00:00:00,15:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,VERA CRUZ,RUA ALICE COUTINHO,AMBIENTE WEB
343,57169899,2025-01-31T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,VISTA DOURADA,RUA CICERO DE ALMEIDA,AMBIENTE WEB
344,57180595,2025-01-31T00:00:00,09:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,BARCELONA,RUA AFONSO CLAUDIO,AMBIENTE WEB
345,57099686,2025-01-02T00:00:00,14:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RUA DESEMBARGADOR EURIPDES Q. DO VALLE,OUTRO LOCAL
346,57099689,2025-01-02T00:00:00,14:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,S/I,AMBIENTE WEB
347,57102922,2025-01-02T00:00:00,01:02:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,OPERARIO,S/I,AMBIENTE WEB
348,57109355,2025-01-02T00:00:00,22:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,OUTRO LOCAL,S/I,OUTRO LOCAL
349,57112730,2025-01-02T00:00:00,19:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM DA PENHA,AV DANTE MICHELINE,AMBIENTE WEB
350,57145994,2025-01-02T00:00:00,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,HONORIO FRAGA,AV FIORAVANTE ROSSI,AMBIENTE WEB
351,57156097,2025-01-02T00:00:00,15:29:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ARACRUZ,COQUEIRAL,S/I,OUTRO LOCAL
352,57170508,2025-01-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,ALECRIM,RUA FELIZ,AMBIENTE WEB
353,57172362,2025-01-02T00:00:00,11:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CASTELO,ARACUI,RUA RECANTO DA NATUREZA,COMÉRCIO
354,57259659,2025-01-02T00:00:00,05:52:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,PORTO DE SANTANA,S/I,AMBIENTE WEB
355,57637952,2025-01-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,S/I,OUTRO LOCAL
356,57101063,2025-02-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SAO PEDRO,AV QUATRO DE SETEMBRO,AMBIENTE WEB
357,57169369,2025-02-02T00:00:00,07:42:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RUA AGENOR AMARO DOS SANTOS,RESIDÊNCIA
358,57103523,2025-03-02T00:00:00,13:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ALFREDO CHAVES,IMIGRANTE,RUA EURICO BONACOSSA,AMBIENTE WEB
359,57103807,2025-03-02T00:00:00,12:26:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SANTA LUCIA,RUA MARI UBIRAJARA,AMBIENTE WEB
360,57104315,2025-03-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,COBI DE BAIXO,AV BRASIL,AMBIENTE WEB
361,57110018,2025-03-02T00:00:00,15:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RODOVIA NORTE SUL,OUTRO LOCAL
362,57110543,2025-03-02T00:00:00,21:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,ILHA DAS FLORES,EST. CAPUABA,AMBIENTE WEB
363,57112341,2025-03-02T00:00:00,19:43:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,COLUMBIA,AVENIDA TAILANDIA,RESIDÊNCIA
364,57115157,2025-03-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,CENTRO VILA VELHA,RUA ANTONIO ATAÍDE,AMBIENTE WEB
365,57116141,2025-03-02T00:00:00,00:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VIANA,MARCILIO DE NORONHA,RUA NODIR BENEDITO,AMBIENTE WEB
366,57120504,2025-03-02T00:00:00,18:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,SANTA RITA,AV ANTONIO DA SILVEIRA,AMBIENTE WEB
367,57123965,2025-03-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,S/I,OUTRO LOCAL
368,57134012,2025-03-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,S/I,AMBIENTE WEB
369,57140596,2025-03-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SAO PEDRO,VIA PUBLICA,VIA PÚBLICA
370,57317217,2025-03-02T00:00:00,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SANTA BARBARA,S/I,OUTRO LOCAL
371,57111526,2025-04-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,GURIRI,S/I,AMBIENTE WEB
372,57113729,2025-04-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,GOIABEIRAS,RUA PROFESSOR AREABALDE,AMBIENTE WEB
373,57118425,2025-04-02T00:00:00,22:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,BAIXO GUANDU,ZONA RURAL,CORREGO DO OURO,RESIDÊNCIA
374,57123554,2025-04-02T00:00:00,16:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,OUTRO LOCAL,RUA IPE ROXO,OUTRO LOCAL
375,57134542,2025-04-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,MORADA DE LARANJEIRAS,RUA GRAUANA,AMBIENTE WEB
376,57169395,2025-04-02T00:00:00,07:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RUA FORTUNATO ABREU GAGNO,AMBIENTE WEB
377,57180870,2025-04-02T00:00:00,01:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,COLINA DE LARANJEIRAS,RUA DOM PEDRO II,AMBIENTE WEB
378,57183599,2025-04-02T00:00:00,10:56:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,ENSEADA DO SUA,RUA JONY JOAO DE DEUS,AMBIENTE WEB
379,57122854,2025-05-02T00:00:00,00:11:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ARACRUZ,JARDINS,RUA PROFESSOR LOBO,OUTRO LOCAL
380,57123383,2025-05-02T00:00:00,10:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,HONORIO FRAGA,AV ANTONIO PERUTTI,RESIDÊNCIA
381,57124324,2025-05-02T00:00:00,14:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,FRANCISCO SIMONASSI,RUA NALZIRA MARIA SIMONASSI MAGALHÃES,RESIDÊNCIA
382,57124457,2025-05-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RUA CARLOS DELGADO GUERRA PINTO,AMBIENTE WEB
383,57124778,2025-05-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SAO PEDRO,RUA DA UNIÃO,AMBIENTE WEB
384,57125097,2025-05-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,CONQUISTA,RUA ROSA DE SHARON,AMBIENTE WEB
385,57126261,2025-05-02T00:00:00,20:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CACHOEIRO DE ITAPEMIRIM,CAICARA,RUA BRIGIDA COLA PIM,AMBIENTE WEB
386,57130054,2025-05-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,BONFIM,AV PROFESSOR HERMINIO BLACKMAN,AMBIENTE WEB
387,57130984,2025-05-02T00:00:00,16:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CASTELO,VILA NOVA,S/I,AMBIENTE WEB
388,57131547,2025-05-02T00:00:00,14:42:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,FLEXAL I,RUA MILITAR,RESIDÊNCIA
389,57131722,2025-05-02T00:00:00,14:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,JARDIM DA SERRA,RODOVIA GOVERNADOR MARIO COVAS - BR 101,COMÉRCIO
390,57131866,2025-05-02T00:00:00,12:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,JOSE DE ANCHIETA,RUA AGUAS MARINHAS,AMBIENTE WEB
391,57133390,2025-05-02T00:00:00,17:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,HONORIO FRAGA,RUA NOSSA SENHORA PENHA,RESIDÊNCIA
392,57133912,2025-05-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,REPUBLICA,RUA PRESIDENTE EPITACIO PESSOA,AMBIENTE WEB
393,57135191,2025-05-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,ENSEADA DO SUA,RUA CLOVES MACHADO,AMBIENTE WEB
394,57160839,2025-05-02T00:00:00,20:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,OUTRO LOCAL,S/I,OUTRO LOCAL
395,57189693,2025-05-02T00:00:00,13:49:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,CONQUISTA,RUA SAO NICOLAU,AMBIENTE WEB
396,57713733,2025-05-02T00:00:00,15:45:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,CIDADE CONTINENTAL,SETOR AMERICA,COMÉRCIO
397,57139241,2025-06-02T00:00:00,15:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,OUTRO LOCAL,S/I,AMBIENTE WEB
398,57140074,2025-06-02T00:00:00,19:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,ISAAC LOPES RUBIM,AMBIENTE WEB
399,57140800,2025-06-02T00:00:00,11:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,S/I,AMBIENTE WEB
400,57142932,2025-06-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SAO GERALDO,RUA SAO JOSE,RESIDÊNCIA
401,57143821,2025-06-02T00:00:00,18:05:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RUA ARQUITETO DECIO THEVENARD,AMBIENTE WEB
402,57173223,2025-06-02T00:00:00,16:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,COLINA DE LARANJEIRAS,S/I,AMBIENTE WEB
403,57179226,2025-06-02T00:00:00,12:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,VILA BATISTA,UMEI PEDRO CAVALIERI,ESCOLA
404,57179232,2025-06-02T00:00:00,17:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,ALECRIM,RUA MARIA DO AMOR DIVINO,OUTRO LOCAL
405,57189093,2025-06-02T00:00:00,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,ITAPOA,TRAVESSA GAMELEIRA,AMBIENTE WEB
406,57193614,2025-06-02T00:00:00,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ICONHA,CENTRO,ANTÔNIO MAURÍCIO PINTO,OUTRO LOCAL
407,58857637,2025-06-02T00:00:00,16:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,OUTRO LOCAL,S/I,AMBIENTE WEB
408,57143435,2025-07-02T00:00:00,11:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,AV DANTE MICHELINE,AMBIENTE WEB
409,57145197,2025-07-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,PRAIA DO CANTO,RUA AFONSO CLAUDIO,AMBIENTE WEB
410,57151535,2025-07-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,PINHEIROS,CENTRO,AV AGENOR LUIZ HERINGER,AMBIENTE WEB
411,57173466,2025-07-02T00:00:00,11:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,VASCO DA GAMA,FRANCISCO CARDOSO,OUTRO LOCAL
412,57174025,2025-07-02T00:00:00,11:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,BICANGA,S/I,AMBIENTE WEB
413,57409084,2025-07-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,AV SANTA LEOPOLDINA,AMBIENTE WEB
414,57165001,2025-08-02T00:00:00,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ARACRUZ,COQUEIRAL,AV DAS PALMEIRAS,RESIDÊNCIA
415,57179177,2025-08-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,FONTE GRANDE,ESCADARIA EDUARDO SILVA,AMBIENTE WEB
416,57180265,2025-08-02T00:00:00,15:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,R. DARLY ANTÔNIO LIMA,RESIDÊNCIA
417,57182687,2025-08-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,ITARARE,RUA ORLANDO BASILIO DOS SANTOS,AMBIENTE WEB
418,57211634,2025-08-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,S/I,AMBIENTE WEB
419,57170078,2025-09-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,MARUIPE,RUA D PEDRO I,AMBIENTE WEB
420,57179989,2025-09-02T00:00:00,17:29:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ANCHIETA,ZONA RURAL,DOIS IRMAOS,AMBIENTE WEB
421,57180883,2025-09-02T00:00:00,02:16:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SANTA TERESA,DOIS PINHEIROS,S/I,AMBIENTE WEB
422,57742875,2025-09-02T00:00:00,21:04:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,MONTANHA,CENTRO,AVENIDA DOS COMBONIANOS,AMBIENTE WEB
423,58418119,2025-09-02T00:00:00,07:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,OUTRO LOCAL,S/I,OUTRO LOCAL
424,57177164,2025-10-02T00:00:00,11:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,SANTO ANTONIO,S/I,AMBIENTE WEB
425,57178646,2025-10-02T00:00:00,19:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,PANCAS,CENTRO,AV. LAURINDO BARBOSA,AMBIENTE WEB
426,57178812,2025-10-02T00:00:00,15:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,PANCAS,LIRIO DOS VALES,RUA CITRINO,AMBIENTE WEB
427,57178821,2025-10-02T00:00:00,08:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,"RUA DR JOAO BATISTA MIRANDA  AMARAL, 135",RESIDÊNCIA
428,57178829,2025-10-02T00:00:00,21:06:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RUA ALICE BUMACHAR NEFFA,AMBIENTE WEB
429,57179013,2025-10-02T00:00:00,20:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,BELVEDERE,RUA FUNDÃO,AMBIENTE WEB
430,57179397,2025-10-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,NOVA ROSA DA PENHA,RUA TREZE,AMBIENTE WEB
431,57182711,2025-10-02T00:00:00,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,DA PENHA,RUA OTILIO JOAO FERNANDES,AMBIENTE WEB
432,57190005,2025-10-02T00:00:00,11:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SANTA MARTHA,RUA OSWALDO ARANHA,AMBIENTE WEB
433,57190359,2025-10-02T00:00:00,14:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,VALE ENCANTADO,RUA MONTE SINAI,OUTRO LOCAL
434,57193582,2025-10-02T00:00:00,08:39:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,EXPEDITO,RUA GRACILIANO SALLES,AMBIENTE WEB
