_id,Nº OCORRENCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,IDADE,GENERO,COR,MUNICIPIO,BAIRRO,LOGRADOURO,TIPO LOCAL
611,59412316,2025-10-16T00:00:00,17:57,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Negra,BARRA DE SAO FRANCISCO,PAULISTA,RUA NÃO CADASTRADA,Via Pública
612,59416584,2025-10-16T00:00:00,00:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,29,1 - Masculino,Parda,LINHARES,ZONA RURAL,ROD ES 248,Via Pública
613,59442771,2025-10-18T00:00:00,19:05,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Branca,SAO GABRIEL DA PALHA,JOAO COLOMBI,RUA MARCELINO CHAGAS,Via Pública
614,59441779,2025-10-18T00:00:00,17:21,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,SAO MATEUS,NESTOR GOMES,ROD BR 381,Via Pública
615,59441059,2025-10-18T00:00:00,15:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,LINHARES,ZONA RURAL,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
616,59437096,2025-10-18T00:00:00,05:58,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Parda,CARIACICA,BELA AURORA,RUA AUGUSTO CAMPOS COGO,Via Pública
617,59435769,2025-10-18T00:00:00,00:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,SAO GABRIEL DA PALHA,ZONA RURAL,RUA NÃO CADASTRADA,Estabelecimento Comercial
618,59446597,2025-10-19T00:00:00,06:30,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,ITAPEMIRIM,ITAIPAVA,RUA NÃO CADASTRADA,Via Pública
619,59458404,2025-10-20T00:00:00,16:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Branca,SERRA,BALNEARIO DE CARAPEBUS,RUA ALFREDO RODRIGUES DOS SANTOS,Via Pública
620,59468965,2025-10-21T00:00:00,21:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,16,1 - Masculino,Parda,LINHARES,NOVA ESPERANCA,RUA SANTA RITA,Via Pública
621,59467703,2025-10-21T00:00:00,17:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Branca,VILA VELHA,ARACAS,RUA DACAR,Via Pública
622,59461229,2025-10-21T00:00:00,00:21,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Parda,CARIACICA,SANTA BARBARA,RUA NÃO INFORMADA,Via Pública
623,59461175,2025-10-21T00:00:00,00:04,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,28,1 - Masculino,Parda,CARIACICA,CAMPINA GRANDE,RUA BOM PASTOR,Via Pública
624,59476909,2025-10-22T00:00:00,23:03,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,MANTENOPOLIS,IPIRANGA,RUA NÃO CADASTRADA,Via Pública
625,59477785,2025-10-22T00:00:00,23:02,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,40,2 - Feminino,Parda,SERRA,BAIRRO DAS LARANJEIRAS,RUA SAO PAULO,Estabelecimento Comercial
626,59476625,2025-10-22T00:00:00,19:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,34,1 - Masculino,Branca,SERRA,MARINGA,RUA PERIMETRAL,Estabelecimento Comercial
627,59477785,2025-10-23T00:00:00,17:54,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Negra,SERRA,BAIRRO DAS LARANJEIRAS,RUA SAO PAULO,Estabelecimento Comercial
628,59478369,2025-10-23T00:00:00,00:12,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Parda,SAO MATEUS,RESIDENCIAL COLINA,RUA MACHADO DE ASSIS,Via Pública
629,59490765,2025-10-24T00:00:00,14:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES, , , ,VILA VELHA,PRAIA DA COSTA,RUA SAO PAULO,Curso D'água
630,59487264,2025-10-24T00:00:00,05:49,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,46,1 - Masculino,Parda,SERRA,NOVO HORIZONTE,AV BRASIL,Via Pública
631,59499167,2025-10-25T00:00:00,13:58,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES, , , ,AFONSO CLAUDIO,VISTA ALEGRE,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
632,59512069,2025-10-26T00:00:00,22:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino, ,ITAPEMIRIM,CAMPO ACIMA,RUA ONESIO PINTO,Via Pública
633,59511986,2025-10-26T00:00:00,22:36,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,34,1 - Masculino,Parda,CARIACICA,CARIACICA SEDE,ROD GOV JOSE SETTE,Estabelecimento Comercial
634,59511986,2025-10-26T00:00:00,22:36,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,CARIACICA,CARIACICA SEDE,ROD GOV JOSE SETTE,Estabelecimento Comercial
635,59510555,2025-10-26T00:00:00,22:02,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,71,1 - Masculino,Branca,SAO ROQUE DO CANAA,SAGRADO,RUA NÃO CADASTRADA,Estabelecimento Comercial
636,59510910,2025-10-26T00:00:00,20:04,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,VIANA,NOVA BETHANIA,RUA SAO CRISTOVAO,Domicílio
637,59508920,2025-10-26T00:00:00,16:13,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,ARACRUZ,SEGATO,RUA WILSON ROGERIO LOUREIRO,Estabelecimento Comercial
638,59519032,2025-10-27T00:00:00,20:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Branca,VILA VELHA,ILHA DOS AYRES,AV GONÇAVES LEDO,Via Pública
639,59517869,2025-10-27T00:00:00,17:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,CARIACICA,NOVA ROSA DA PENHA,RUA NOVENTA E DOIS,Via Pública
640,59515970,2025-10-27T00:00:00,13:22,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,46,1 - Masculino,Parda,VILA VELHA,ARACAS,RUA LIMA,Via Pública
641,59513581,2025-10-27T00:00:00,07:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Negra,CARIACICA,RETIRO SAUDOSO,RUA VINTE E CINCO DE DEZEMBRO,Via Pública
642,59537868,2025-10-29T00:00:00,19:58,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES, ,1 - Masculino,Parda,VILA VELHA,CAVALIERE,RUA SAO SALVADOR,Via Pública
643,59537783,2025-10-29T00:00:00,19:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Parda,SAO GABRIEL DA PALHA,CACHOEIRA DA ONCA,RUA AMANCIO PEREIRA,Domicílio
644,59537030,2025-10-29T00:00:00,18:21,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,66,2 - Feminino,Parda,VILA VELHA,DIVINO ESPIRITO SANTO,RUA EMILIA ESPIRITO SANTO,Domicílio
645,59535426,2025-10-29T00:00:00,14:54,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,CARIACICA,SANTA BARBARA,RUA LUIS PAULINO,Via Pública
646,59545887,2025-10-30T00:00:00,18:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Negra,CARIACICA,JARDIM BOTANICO,RUA DA PAZ,Via Pública
647,59545887,2025-10-30T00:00:00,18:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,CARIACICA,JARDIM BOTANICO,RUA DA PAZ,Via Pública
648,59540854,2025-10-30T00:00:00,08:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,SAO MATEUS,SEAC,RUA RBC,Terreno Baldio / Construção / Mata
649,59556365,2025-10-31T00:00:00,23:03,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Parda,VILA VELHA,XURY,RUA NÃO CADASTRADA,Unidade Prisional
650,59554452,2025-10-31T00:00:00,18:57,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,47,1 - Masculino,Parda,ARACRUZ,COQUEIRAL,RUA NÃO CADASTRADA,Unidade Prisional
651,59553105,2025-10-31T00:00:00,16:24,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,34,1 - Masculino,Parda,VILA VELHA,VALE ENCANTADO,RUA VITORIA DA CONQUISTA,Via Pública
