_id,Nº OCORRÊNCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL
16,56814638,2025-01-01T00:00:00,13:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,VILA VELHA,BARRAMARES,CASA,AMBIENTE WEB
17,56820175,2025-01-01T00:00:00,12:28:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,VITORIA,CENTRO,S/I,AMBIENTE WEB
18,56824965,2025-01-01T00:00:00,15:14:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,VILA VELHA,CENTRO VILA VELHA,S/I,AMBIENTE WEB
19,56826401,2025-01-01T00:00:00,22:27:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,SERRA,COLINA DE LARANJEIRAS,R. HERMAN STERN,AMBIENTE WEB
20,56837596,2025-01-01T00:00:00,07:31:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,CARIACICA,OUTRO LOCAL,S/I,AMBIENTE WEB
21,56837741,2025-01-01T00:00:00,19:52:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,CARIACICA,ROSA DA PENHA,S/I,AMBIENTE WEB
22,56841109,2025-01-01T00:00:00,19:45:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,VILA VELHA,PRAIA DA COSTA,S/I,VIA PÚBLICA
23,56841466,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,LINHARES,FARIAS,SITIO BOA ESPERANÇA,AMBIENTE WEB
24,56895365,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,MARECHAL FLORIANO,VALE DAS PALMAS,RUA EDUARDO HESE,AGÊNCIA BANCÁRIA
25,56908707,2025-01-01T00:00:00,10:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,CONCEICAO DA BARRA,OUTRO LOCAL,ASSENTAMENTO PAULO VINHAS,AMBIENTE WEB
26,56924335,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,SAO MATEUS,OUTRO LOCAL,S/I,AMBIENTE WEB
27,56951482,2025-01-01T00:00:00,19:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,VENDA NOVA DO IMIGRANTE,SAO JOAO DE VICOSA,AP,OUTRO LOCAL
28,57062401,2025-01-01T00:00:00,12:02:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,GUACUI,JOREMA,S/I,OUTRO LOCAL
29,57076348,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,DOMINGOS MARTINS,ZONA RURAL,S/I,AMBIENTE WEB
30,57083517,2025-01-01T00:00:00,02:31:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,VITORIA,OUTRO LOCAL,RUA INDETERMINADA,OUTRO LOCAL
31,57133877,2025-01-01T00:00:00,19:39:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,BOM JESUS DO NORTE,CENTRO,MANOEL JOAQUIN BENTO,RESIDÊNCIA
32,57248252,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,VILA VELHA,BARRAMARES,AV ATLANTICA,AMBIENTE WEB
33,57266928,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,SAO MATEUS,OUTRO LOCAL,S/I,COMÉRCIO
34,57269398,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,SERRA,BALNEARIO DE CARAPEBUS,RUA DA CASTANHEIRA,AMBIENTE WEB
35,57271046,2025-01-01T00:00:00,12:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,VILA VELHA,ITAPOA,RUA ANTONIO REGIS DOS SANTOS,RESIDÊNCIA
36,57467450,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,SERRA,PLANALTO SERRANO,RUA CEARA,AGÊNCIA BANCÁRIA
37,57478001,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,SERRA,TAQUARA I,RUA REGINA PAIVA BARBOSA,RESIDÊNCIA
38,57517393,2025-01-01T00:00:00,03:06:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,ARACRUZ,SAUE,RUA PREFEITO AUGUSTO FERREIRA LAMEGO,AMBIENTE WEB
39,57581743,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,MARATAIZES,CIDADE NOVA,RUA TIRADENTES,AMBIENTE WEB
40,57583008,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,PRESIDENTE KENNEDY,CAMPO NOVO I,RUA PROJETADA,RESIDÊNCIA
41,57677534,2025-01-01T00:00:00,00:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,CARIACICA,ITACIBA,S/I,OUTRO LOCAL
42,57706898,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,CACHOEIRO DE ITAPEMIRIM,OUTRO LOCAL,S/I,OUTRO LOCAL
43,57722996,2025-01-01T00:00:00,13:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,CARIACICA,NOVO BRASIL,AV BOA VISTA,OUTRO LOCAL
44,57743671,2025-01-01T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,SERRA,BALNEARIO DE CARAPEBUS,RUA DA CASUARINA,OUTRO LOCAL
45,57801505,2025-01-01T00:00:00,12:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,BAIXO GUANDU,SAO JOSE,RUA JOAQUIM MENDONÇA,COMÉRCIO
46,57855235,2025-01-01T00:00:00,00:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE,ES,CARIACICA,OUTRO LOCAL,S/I,AGÊNCIA BANCÁRIA
